,Name,Genre
2368,David Wilcox,Folk
2369,Local H,Pop/Rock
2370,The Subdudes,Pop/Rock
2371,Vitalic,Electronic
2372,Hombres G,Latin
2373,UNKLE,Electronic
2374,John Hartford,Country
2375,MFSB,R&B;
2376,Kenny Rogers,Country
2377,Gossip,Pop/Rock
2378,The Greenhornes,Pop/Rock
2379,Il Divo,Vocal
2380,The J.B.'s,R&B;
2381,Joan Baez,Folk
2382,The Handsome Family,Pop/Rock
2383,The Hives,Pop/Rock
2384,The Jeff Healey Band,Pop/Rock
2385,Circa Survive,Pop/Rock
2386,Bob Schneider,Pop/Rock
2387,Bill Callahan,Pop/Rock
2388,Billy Joe Shaver,Country
2389,The Kentucky Headhunters,Country
2390,Ikon,Electronic
2391,The KLF,Electronic
2392,Bill Bruford,Pop/Rock
2393,The Blackbyrds,R&B;
2394,Beth Nielsen Chapman,Country
2395,Soulive,Jazz
2396,Atreyu,Pop/Rock
2397,Soulwax,Electronic
2398,Big Mountain,Reggae
2399,The Hooters,Pop/Rock
2400,The Receiving End of Sirens,Pop/Rock
2401,Pirates of the Mississippi,Country
2402,Plain White T's,Pop/Rock
2403,Biffy Clyro,Pop/Rock
2404,Kenny Chesney,Country
2405,The Clientele,Pop/Rock
2406,Saga,Pop/Rock
2407,Ronan Keating,Pop/Rock
2408,Rebecca Lynn Howard,Country
2409,Phil Lynott,Pop/Rock
2410,Loudon Wainwright III,Folk
2411,Off Broadway,Pop/Rock
2412,Josh Rouse,Pop/Rock
2413,Sade,R&B;
2414,The Coral,Pop/Rock
2415,Babylon A.D.,Pop/Rock
2416,Bill Fay,Pop/Rock
2417,Kelly Rowland,R&B;
2418,Jon Foreman,Pop/Rock
2419,Bill Frisell,Jazz
2420,Bobbie Gentry,Country
2421,Bobby Bare,Country
2422,The Flys,Pop/Rock
2423,The Chemical Brothers,Electronic
2424,Betty Wright,R&B;
2425,The Explosion,Pop/Rock
2426,Autograph,Pop/Rock
2427,Babyface,R&B;
2428,Chevelle,Pop/Rock
2429,Hawk Nelson,Pop/Rock
2430,Black Box,Electronic
2431,The Jets,Pop/Rock
2432,Amanda Palmer,Pop/Rock
2433,Chris Knight,Country
2434,Chely Wright,Country
2435,Bowery Electric,Pop/Rock
2436,King,Pop/Rock
2437,Ike & Tina Turner,R&B;
2438,Blackfoot,Pop/Rock
2439,Chico Buarque,International
2440,Boyz II Men,R&B;
2441,Kingdom Come,Pop/Rock
2442,Engelbert Humperdinck,Vocal
2443,Hawthorne Heights,Pop/Rock
2444,Jack Ingram,Country
2445,kidneythieves,Pop/Rock
2446,Kim Carnes,Pop/Rock
2447,Vashti Bunyan,Folk
2448,Connie Smith,Country
2449,The Incredible String Band,Folk
2450,The Flying Lizards,Electronic
2451,B.J. Thomas,Country
2452,B*Witched,Pop/Rock
2453,The Casualties,Pop/Rock
2454,Blue States,Electronic
2455,The Chambers Brothers,R&B;
2456,The Chords,Pop/Rock
2457,Silverstein,Pop/Rock
2458,The Big Wu,Pop/Rock
2459,Betty Davis,R&B;
2460,Blake Shelton,Country
2461,Black Label Society,Pop/Rock
2462,The Bottle Rockets,Pop/Rock
2463,King Radio,International
2464,Keyshia Cole,R&B;
2465,Big Bad Voodoo Daddy,Pop/Rock
2466,Charlotte Church,Classical
2467,Bette Midler,Vocal
2468,The Lost Trailers,Country
2469,The Lovin' Spoonful,Folk
2470,Lonnie Mack,Blues
2471,Mario,R&B;
2472,"Peter, Paul and Mary",Folk
2473,S Club 7,Pop/Rock
2474,Editors,Pop/Rock
2475,Little Willie John,R&B;
2476,Old 97's,Pop/Rock
2477,Liza Minnelli,Vocal
2478,Marilyn McCoo,R&B;
2479,The Expendables,Pop/Rock
2480,Royal Crown Revue,Pop/Rock
2481,Celtic Woman,International
2482,JosÃ© Feliciano,Vocal
2483,Dillinger Four,Pop/Rock
2484,Michael Jackson,R&B;
2485,Jordan Rudess,Pop/Rock
2486,Nile Rodgers,R&B;
2487,Kano,R&B;
2488,Jon B.,R&B;
2489,Rudy Ray Moore,Comedy/Spoken
2490,Department S,Pop/Rock
2491,Martha Wainwright,Pop/Rock
2492,Merle Haggard,Country
2493,Say Anything,Pop/Rock
2494,Jon Secada,R&B;
2495,Jonny Lang,Pop/Rock
2496,Hot Chocolate,R&B;
2497,Nuclear Assault,Pop/Rock
2498,Mariah Carey,R&B;
2499,Little Big Town,Country
2500,Prince Buster,Reggae
2501,Lifehouse,Pop/Rock
2502,10 Years,Pop/Rock
2503,Blindside,Pop/Rock
2504,Martin Sexton,Folk
2505,Marconi Union,Electronic
2506,Nanci Griffith,Country
2507,Jonathan Coulton,Pop/Rock
2508,Junkie XL,Electronic
2509,Rage,Pop/Rock
2510,Eluveitie,Pop/Rock
2511,Jesse Cook,New Age
2512,Ricky Martin,Latin
2513,Amos Lee,Pop/Rock
2514,Lighthouse,Pop/Rock
2515,Chris Brown,R&B;
2516,Jeffrey Lewis,Folk
2517,Hooverphonic,Pop/Rock
2518,Little Texas,Country
2519,Rick Trevino,Country
2520,Penetration,Pop/Rock
2521,Luis Miguel,Latin
2522,Lucero,Pop/Rock
2523,Luis Fonsi,Latin
2524,John Barry,Stage & Screen
2525,Miles Davis,Jazz
2526,Richard Hawley,Pop/Rock
2527,Los Fabulosos Cadillacs,Latin
2528,Robert Randolph,Religious
2529,Pink Martini,Pop/Rock
2530,Roberta Flack,R&B;
2531,Saigon Kick,Pop/Rock
2532,Porno for Pyros,Pop/Rock
2533,Josh Kelley,Pop/Rock
2534,Rooney,Pop/Rock
2535,Lonestar,Country
2536,Robbie Dupree,Pop/Rock
2537,Josh Groban,Vocal
2538,Planet P Project,Pop/Rock
2539,Kajagoogoo,Pop/Rock
2540,Josh Turner,Country
2541,Hoyt Axton,Country
2542,Otis Redding,R&B;
2543,Michael W. Smith,Religious
2544,Propellerheads,Electronic
2545,Marta SÃ¡nchez,Latin
2546,Julian Lennon,Pop/Rock
2547,Hoodoo Gurus,Pop/Rock
2548,Prince,R&B;
2549,Return to Forever,Jazz
2550,Kathy Mattea,Country
2551,Kasabian,Pop/Rock
2552,Old Crow Medicine Show,Pop/Rock
2553,Justin Adams,R&B;
2554,Martin Rev,Pop/Rock
2555,Pete Droge,Pop/Rock
2556,The Kooks,Pop/Rock
2557,Mest,Pop/Rock
2558,Jet,Pop/Rock
2559,Rosanne Cash,Country
2560,Lorrie Morgan,Country
2561,Platinum Blonde,Pop/Rock
2562,Robert Earl Keen,Folk
2563,Joss Stone,Pop/Rock
2564,Sam Bush,Country
2565,Play,Pop/Rock
2566,Mindless Self Indulgence,Pop/Rock
2567,Taken by Trees,Pop/Rock
2568,Dirty Heads,Pop/Rock
2569,Air,Electronic
2570,Tomahawk,Pop/Rock
2571,Mr. Big,Pop/Rock
2572,Mother Earth,Electronic
2573,Aqua,Pop/Rock
2574,Afro Celt Sound System,Pop/Rock
2575,12 Stones,Pop/Rock
2576,Tinariwen,International
2577,Al Di Meola,Jazz
2578,Yonder Mountain String Band,Country
2579,The Weakerthans,Pop/Rock
2580,Miranda Lambert,Country
2581,Minus the Bear,Pop/Rock
2582,The Rembrandts,Pop/Rock
2583,Milton Nascimento,Latin
2584,Adema,Pop/Rock
2585,Mayday Parade,Pop/Rock
2586,The Knocks,Pop/Rock
2587,Someone Still Loves You Boris Yeltsin,Pop/Rock
2588,The Sword,Pop/Rock
2589,Alice Smith,R&B;
2590,Mike Reid,Country
2591,James Morrison,Pop/Rock
2592,Bat for Lashes,Pop/Rock
2593,Gnarls Barkley,R&B;
2594,Republica,Pop/Rock
2595,Ocean Colour Scene,Pop/Rock
2596,Revis,Pop/Rock
2597,Michael BublÃ©,Vocal
2598,Michael Hedges,New Age
2599,Jim Reeves,Country
2600,The Soul Survivors,R&B;
2601,The Romantics,Pop/Rock
2602,(hed) p.e.,Pop/Rock
2603,Yael NaÃ¯m,Pop/Rock
2604,Special Duties,Pop/Rock
2605,Alan Jackson,Country
2606,SWV,R&B;
2607,Mirwais,Electronic
2608,The Producers,Pop/Rock
2609,Otep,Pop/Rock
2610,Los Secretos,Latin
2611,The Saw Doctors,Pop/Rock
2612,YACHT,Pop/Rock
2613,Strawberry Switchblade,Pop/Rock
2614,Eric Church,Country
2615,Jordan Pruitt,Pop/Rock
2616,Amy Winehouse,R&B;
2617,The Bravery,Pop/Rock
2618,Britny Fox,Pop/Rock
2619,Bronski Beat,Pop/Rock
2620,Joshua Radin,Pop/Rock
2621,Seether,Pop/Rock
2622,The Power Station,Pop/Rock
2623,Stone Sour,Pop/Rock
2624,Todd Snider,Pop/Rock
2625,The Samples,Pop/Rock
2626,My Life with the Thrill Kill Kult,Pop/Rock
2627,Mushroomhead,Pop/Rock
2628,Aldo Nova,Pop/Rock
2629,Thrice,Pop/Rock
2630,Aphex Twin,Electronic
2631,Anouk,Pop/Rock
2632,Another Bad Creation,R&B;
2633,Mr. Mister,Pop/Rock
2634,Metro Station,Pop/Rock
2635,Ashford & Simpson,R&B;
2636,Anne Murray,Country
2637,David Allan Coe,Country
2638,Brian Blade,Jazz
2639,Strangefolk,Pop/Rock
2640,Against Me!,Pop/Rock
2641,Arch Enemy,Pop/Rock
2642,Morcheeba,Electronic
2643,Theory of a Deadman,Pop/Rock
2644,Tina Turner,R&B;
2645,Against All Authority,Pop/Rock
2646,MÃ³nica Naranjo,Latin
2647,Thievery Corporation,Electronic
2648,Ryuichi Sakamoto,Electronic
2649,Buffy Sainte-Marie,Folk
2650,Bulletboys,Pop/Rock
2651,Aslan,Pop/Rock
2652,Third Day,Religious
2653,Acceptance,Pop/Rock
2654,Tiger Army,Pop/Rock
2655,Mother Love Bone,Pop/Rock
2656,Tim McGraw,Country
2657,April Wine,Pop/Rock
2658,Buckethead,Avant-Garde
2659,Missy Elliott,R&B;
2660,Samantha Mumba,Pop/Rock
2661,Savage Garden,Pop/Rock
2662,Vangelis,Electronic
2663,Julieta Venegas,Latin
2664,Lucinda Williams,Folk
2665,Lit,Pop/Rock
2666,Juice Newton,Country
2667,Sawyer Brown,Country
2668,Julia Fordham,Pop/Rock
2669,Little Caesar,Pop/Rock
2670,Vanessa Carlton,Pop/Rock
2671,Pentangle,Folk
2672,June Tabor,Folk
2673,RuPaul,Pop/Rock
2674,Richard Cheese,Pop/Rock
2675,Pitchshifter,Pop/Rock
2676,Rotary Connection,R&B;
2677,Jill Scott,R&B;
2678,Kaki King,Pop/Rock
2679,Planxty,International
2680,SÃ©bastien Tellier,Pop/Rock
2681,Jeffrey Gaines,Pop/Rock
2682,Clap Your Hands Say Yeah,Pop/Rock
2683,Phil Keaggy,Religious
2684,Los del Rio,Latin
2685,Jennifer Paige,Pop/Rock
2686,Save Ferris,Pop/Rock
2687,Rachael Yamagata,Pop/Rock
2688,Powderfinger,Pop/Rock
2689,Augustana,Pop/Rock
2690,Kaskade,Electronic
2691,JosÃ© GonzÃ¡lez,Pop/Rock
2692,Mayday,International
2693,Maxwell,R&B;
2694,Randy VanWarmer,Pop/Rock
2695,Ruby,Electronic
2696,Kate & Anna McGarrigle,Folk
2697,Bullet for My Valentine,Pop/Rock
2698,Brett Dennen,Pop/Rock
2699,Mat Kearney,Pop/Rock
2700,Nelson,Pop/Rock
2701,Metal Church,Pop/Rock
2702,Ralph McTell,Folk
2703,Carrie Underwood,Country
2704,Janelle MonÃ¡e,R&B;
2705,Rascal Flatts,Country
2706,Melba Montgomery,Country
2707,MercyMe,Religious
2708,Men at Work,Pop/Rock
2709,Deadmau5,Electronic
2710,KT Tunstall,Pop/Rock
2711,Velvet Revolver,Pop/Rock
2713,MUTEMATH,Pop/Rock
2714,Thousand Foot Krutch,Pop/Rock
2715,Arlo Guthrie,Folk
2716,Tift Merritt,Country
2717,Thunder,Pop/Rock
2718,Therapy?,Pop/Rock
2719,Reef,Pop/Rock
2720,The Orb,Electronic
2721,Red Lorry Yellow Lorry,Pop/Rock
2722,The O.C. Supertones,Pop/Rock
2723,O-Town,Pop/Rock
2724,Red Rider,Pop/Rock
2725,ReneÃ© Olstead,Vocal
2726,Merril Bainbridge,Pop/Rock
2727,Mijares,Latin
2728,The Radio Dept.,Pop/Rock
2729,3 Inches of Blood,Pop/Rock
2730,Escape the Fate,Pop/Rock
2731,The Von Bondies,Pop/Rock
2732,Phantom Planet,Pop/Rock
2733,Pete Yorn,Pop/Rock
2734,Section 25,Pop/Rock
2735,Jerry Jeff Walker,Country
2736,The Tornados,Pop/Rock
2737,The Undisputed Truth,R&B;
2738,The Veldt,Pop/Rock
2739,Montgomery Gentry,Country
2740,808 State,Electronic
2741,45 Grave,Pop/Rock
2742,A Static Lullaby,Pop/Rock
2743,The Streets,Electronic
2744,The String Cheese Incident,Pop/Rock
2745,Burial,Electronic
2746,Jason Derulo,Pop/Rock
2747,Burzum,Pop/Rock
2748,Molotov,Latin
2749,Os Mutantes,International
2750,The Cave Singers,Pop/Rock
2751,Yeasayer,Pop/Rock
2752,Annette Peacock,Jazz
2753,The New Pornographers,Pop/Rock
2754,Golden Smog,Pop/Rock
2755,Hella,Pop/Rock
2756,Cute Is What We Aim For,Pop/Rock
2757,The Cribs,Pop/Rock
2758,The Rapture,Electronic
2759,Gordon Lightfoot,Folk
2760,Damien Rice,Folk
2761,Gilberto Gil,International
2762,The Ocean Blue,Pop/Rock
2763,Memphis May Fire,Pop/Rock
2764,Guttermouth,Pop/Rock
2765,Dance Gavin Dance,Pop/Rock
2766,Dan Hill,Pop/Rock
2767,Moloko,Electronic
2768,Daft Punk,Electronic
2769,The Verve Pipe,Pop/Rock
2770,The Felice Brothers,Pop/Rock
2771,Camouflage,Pop/Rock
2772,The Wonder Stuff,Unknown
2773,Within Temptation,Pop/Rock
2774,The Pietasters,Pop/Rock
2775,The Witnesses,Pop/Rock
2776,Mike Shinoda,Pop/Rock
2777,Gogol Bordello,Pop/Rock
2778,The Menzingers,Pop/Rock
2779,St. Vincent,Pop/Rock
2780,Brian Poole & the Tremeloes,Pop/Rock
2781,Marc Almond,Electronic
2782,Brian Culbertson,Jazz
2783,Frightened Rabbit,Pop/Rock
2784,Brian Tyler,Stage & Screen
2785,Jack's Mannequin,Pop/Rock
2786,Justice,Electronic
2787,The Maine,Pop/Rock
2788,The Motels,Pop/Rock
2789,Madina Lake,Pop/Rock
2790,Mika,Pop/Rock
2791,Marcus Miller,Jazz
2792,CKY,Pop/Rock
2793,Five Finger Death Punch,Pop/Rock
2794,Strike Anywhere,Pop/Rock
2795,The Walkmen,Pop/Rock
2796,Atlas Sound,Pop/Rock
2797,ManÃ¡,Latin
2798,Mike Oldfield,New Age
2799,Moby,Electronic
2800,The Manhattan Transfer,Vocal
2801,Caetano Veloso,Latin
2802,Mike Laure,Latin
2803,Ryan Bingham,Country
2804,The Mooney Suzuki,Pop/Rock
2805,Orbital,Electronic
2806,Marc Anthony,Latin
2807,Manu Chao,Latin
2808,The Outfield,Pop/Rock
2809,A Skylit Drive,Pop/Rock
2810,Helen Reddy,Vocal
2811,Mannheim Steamroller,New Age
2812,Mandrill,R&B;
2813,Katharine McPhee,Pop/Rock
2814,Shiny Toy Guns,Electronic
2815,David Bromberg,Folk
2816,3LW,Pop/Rock
2817,Buckwheat Zydeco,International
2818,Danity Kane,R&B;
2819,Buck-O-Nine,Pop/Rock
2820,Sugarland,Country
2821,H2O,Pop/Rock
2822,Glen Campbell,Country
2823,Missy Higgins,Pop/Rock
2824,The Dodos,Pop/Rock
2825,Hercules & Love Affair,Electronic
2826,Godspeed You! Black Emperor,Pop/Rock
2827,Glenn Frey,Pop/Rock
2828,Cascada,Electronic
2829,Ingrid Michaelson,Pop/Rock
2830,Caviar,Pop/Rock
2831,Gary Allan,Country
2832,Off with Their Heads,Pop/Rock
2833,OneRepublic,Pop/Rock
2834,The Rockin' Berries,Pop/Rock
2835,Gil Scott-Heron,R&B;
2836,Gianluca Grignani,Pop/Rock
2837,Teenage Bottlerocket,Pop/Rock
2838,Ocean,R&B;
2839,Danny Elfman,Stage & Screen
2840,Brooks & Dunn,Country
2841,Daughtry,Pop/Rock
2842,Girls Aloud,Pop/Rock
2843,The Raconteurs,Pop/Rock
2844,Dangerous Toys,Pop/Rock
2845,Jason Isbell,Pop/Rock
2846,Buckcherry,Pop/Rock
2847,Flyleaf,Pop/Rock
2848,Stuff,R&B;
2849,Cold War Kids,Pop/Rock
2850,Gillian Welch,Folk
2851,Guy Clark,Country
2852,Daniel Powter,Pop/Rock
2853,Witch,Pop/Rock
2854,Matt and Kim,Pop/Rock
2855,Saving Abel,Pop/Rock
2856,Dalis Car,Pop/Rock
2857,The Gaslight Anthem,Pop/Rock
2858,Gilbert O'Sullivan,Pop/Rock
2859,The Prodigy,Electronic
2860,Seefeel,Electronic
2861,Alain Bashung,Pop/Rock
2862,Stevie Wonder,R&B;
2863,Brenda Russell,R&B;
2864,The Fratellis,Pop/Rock
2865,Justin Townes Earle,Country
2866,Kat DeLuna,Pop/Rock
2867,George Clinton,R&B;
2868,Colbie Caillat,Pop/Rock
2869,Hayes Carll,Pop/Rock
2870,Rogue Wave,Pop/Rock
2871,The Waitresses,Pop/Rock
2872,The Vines,Pop/Rock
2873,The Subways,Pop/Rock
2874,The Statler Brothers,Country
2875,Alcatrazz,Pop/Rock
2876,Sun Kil Moon,Pop/Rock
2877,Tom T. Hall,Country
2878,The Sounds,Pop/Rock
2879,Willie Nelson,Country
2880,William Orbit,Electronic
2881,Hepcat,Reggae
2882,The Brecker Brothers,Jazz
2883,Marcy Playground,Pop/Rock
2884,Animotion,Pop/Rock
2885,MaxÃ¯mo Park,Pop/Rock
2886,Damn Yankees,Pop/Rock
2887,Glass Candy,Pop/Rock
2888,HammerFall,Pop/Rock
2889,Magnus Karlsson,Pop/Rock
2890,MGMT,Pop/Rock
2891,Hellyeah,Pop/Rock
2892,Basshunter,Pop/Rock
2893,Capleton,Reggae
2894,Bring Me the Horizon,Pop/Rock
2895,Melody Gardot,Jazz
2896,Gustavo Cerati,Latin
2897,George Duke,Jazz
2898,Hot Chip,Pop/Rock
2899,Veil of Maya,Pop/Rock
2900,The Wreckers,Country
2901,Hardline,Pop/Rock
2902,Taio Cruz,Pop/Rock
2903,Subhumans,Pop/Rock
2904,As I Lay Dying,Pop/Rock
2905,TobyMac,Religious
2906,Toby Keith,Country
2907,Brian McKnight,R&B;
2908,The Bird and the Bee,Pop/Rock
2909,Miley Cyrus,Pop/Rock
2910,Gil Evans,Jazz
2911,Flight of the Conchords,Comedy/Spoken
2912,Aterciopelados,Latin
2913,The Vogues,Pop/Rock
2914,Lynn Anderson,Country
2915,Drop Nineteens,Pop/Rock
2916,Doves,Pop/Rock
2917,Grim Reaper,Pop/Rock
2918,Vertical Horizon,Pop/Rock
2919,Joe Sample,Jazz
2920,Underworld,Electronic
2921,JÃ³hann JÃ³hannsson,Electronic
2922,Charlie Daniels,Country
2923,Lou Gramm,Pop/Rock
2924,Steeleye Span,Folk
2925,The Antlers,Pop/Rock
2926,Enrique Iglesias,Latin
2927,Gravity Kills,Pop/Rock
2928,Frida,Pop/Rock
2929,Enuff Z'nuff,Pop/Rock
2930,Corinne Bailey Rae,R&B;
2931,Steelheart,Pop/Rock
2932,Stanley Clarke,Jazz
2933,Alien Ant Farm,Pop/Rock
2934,Spacehog,Pop/Rock
2935,Townes Van Zandt,Folk
2936,Alison Krauss,Country
2937,Travis Barker,Pop/Rock
2938,Tracey Ullman,Pop/Rock
2939,Greg Brown,Folk
2940,Eric BenÃ©t,R&B;
2941,Casting Crowns,Religious
2942,Dream,Pop/Rock
2943,Catch 22,Pop/Rock
2944,The Future Sound of London,Electronic
2945,The Dream Academy,Pop/Rock
2946,Dillard & Clark,Country
2947,Hinder,Pop/Rock
2948,LFO,Pop/Rock
2949,El Chicano,Pop/Rock
2950,Smokey Robinson,R&B;
2951,Jon Bon Jovi,Pop/Rock
2952,Vince Neil,Pop/Rock
2953,Flesh for Lulu,Pop/Rock
2954,Graham Central Station,R&B;
2955,Los Tigres del Norte,Latin
2956,Charlie Hunter,Jazz
2957,Garth Brooks,Country
2958,Finger Eleven,Pop/Rock
2959,Xavier Rudd,Pop/Rock
2960,Winger,Pop/Rock
2961,Darkthrone,Pop/Rock
2962,Paris Hilton,Pop/Rock
2963,Gojira,Pop/Rock
2964,Boys Like Girls,Pop/Rock
2965,Born of Osiris,Pop/Rock
2966,We the Kings,Pop/Rock
2967,Newton Faulkner,Pop/Rock
2968,Yellowcard,Pop/Rock
2969,Marc Broussard,Pop/Rock
2970,Dar Williams,Folk
2971,Wilson Pickett,R&B;
2972,Yello,Electronic
2973,John Scofield,Jazz
2974,Portugal. The Man,Pop/Rock
2975,The Black Angels,Pop/Rock
2976,Yanni,New Age
2977,Zakk Wylde,Pop/Rock
2978,Zero 7,Electronic
2979,Ziggy Marley,Reggae
2980,Joel Rafael,Folk
2981,Brandon Heath,Religious
2982,Youssou N'Dour,International
2983,As Blood Runs Black,Pop/Rock
2984,Motionless in White,Pop/Rock
2985,Flying Lotus,Electronic
2986,Ane Brun,Pop/Rock
2987,Volbeat,Pop/Rock
2988,Crystal Castles,Electronic
2989,Trivium,Pop/Rock
2990,ThalÃ­a,Latin
2991,Skillet,Religious
2992,Anberlin,Pop/Rock
2993,Patti Page,Vocal
2994,From First to Last,Pop/Rock
2995,Four Tet,Electronic
2996,Alexander Robotnick,R&B;
2997,Trisha Yearwood,Country
2998,Stephen Schwartz,Stage & Screen
2999,Terri Clark,Country
3000,Yellow Magic Orchestra,Electronic
3001,Jordin Sparks,R&B;
3002,Highway 101,Country
3003,Wynonna,Country
3004,Paul Gilbert,Pop/Rock
3005,Paul Oakenfold,Electronic
3006,Paul Kelly,Pop/Rock
3007,CocoRosie,Pop/Rock
3008,Fenix TX,Pop/Rock
3009,EMF,Pop/Rock
3010,Robert Francis,Pop/Rock
3011,Eddie Rabbitt,Country
3012,Fantasia,R&B;
3013,FM,Pop/Rock
3014,Carlos Vives,Latin
3015,Faithless,Electronic
3016,Shakira,Latin
3017,Keren Ann,Pop/Rock
3018,Diplo,Electronic
3019,Laurie Anderson,Avant-Garde
3020,Stabbing Westward,Pop/Rock
3021,Nicole Scherzinger,Pop/Rock
3022,Kris Kristofferson,Country
3023,Booker T. Jones,R&B;
3024,Chris de Burgh,Pop/Rock
3025,Roy Rogers,Blues
3026,Infectious Grooves,Pop/Rock
3027,The Wailin' Jennys,Pop/Rock
3028,The Futureheads,Pop/Rock
3029,Chris Lord-Alge,Pop/Rock
3030,The Roches,Folk
3031,Clint Black,Country
3032,The Donnas,Pop/Rock
3033,Dwight Yoakam,Country
3034,Cut Copy,Pop/Rock
3035,The Darkness,Pop/Rock
3036,Curtis Stigers,Jazz
3037,The Decemberists,Pop/Rock
3038,Eddie Hazel,R&B;
3039,Edgar Froese,Electronic
3040,Bang Tango,Pop/Rock
3041,Evanescence,Pop/Rock
3042,Joanna Newsom,Pop/Rock
3043,The Crests,R&B;
3044,Explosions in the Sky,Pop/Rock
3045,Beenie Man,Reggae
3046,Earl Thomas Conley,Country
3047,The Dillards,Country
3048,Barcelona,Pop/Rock
3049,Vonda Shepard,Pop/Rock
3050,John Cafferty & the Beaver Brown Band,Pop/Rock
3051,MÃºm,Electronic
3052,Jan Hammer,Jazz
3053,John Petrucci,Pop/Rock
3054,Jane Monheit,Vocal
3055,Jenny Lewis,Pop/Rock
3056,Death in Vegas,Electronic
3057,Deep Blue Something,Pop/Rock
3058,The Millennium,Pop/Rock
3059,Davy Graham,Folk
3060,Debby Boone,Religious
3061,John Legend,R&B;
3062,Delbert McClinton,Blues
3063,Lori McKenna,Folk
3064,Maria McKee,Pop/Rock
3065,Robert Cray,Blues
3066,Loreena McKennitt,Folk
3067,Loudness,Pop/Rock
3068,Devin Townsend,Pop/Rock
3069,Johnny Winter,Blues
3070,Liz Story,New Age
3071,Liam Lynch,Pop/Rock
3072,Wade Bowen,Country
3073,John Michael Montgomery,Country
3074,Lightning Bolt,Pop/Rock
3075,Clannad,International
3076,Ladytron,Electronic
3077,Aqualung,Pop/Rock
3078,Black Rebel Motorcycle Club,Pop/Rock
3079,Conway Twitty,Country
3080,Chico Hamilton,Jazz
3081,Color Me Badd,R&B;
3082,Kula Shaker,Pop/Rock
3083,Hellogoodbye,Pop/Rock
3084,Leftover Salmon,Pop/Rock
3085,Battles,Pop/Rock
3086,Lara Fabian,Pop/Rock
3087,Crumb,Pop/Rock
3088,Gym Class Heroes,Pop/Rock
3089,Leela James,R&B;
3090,Kurt Elling,Vocal
3091,La Bouche,Electronic
3092,J.K. & Co.,Pop/Rock
3093,Compound Red,Pop/Rock
3094,Lacuna Coil,Pop/Rock
3095,Moose Blood,Pop/Rock
3096,Kat Dahlia,Pop/Rock
3097,The Cadillac Three,Country
3098,Real Friends,Pop/Rock
3099,A Great Big World,Pop/Rock
3100,Chastity Belt,Pop/Rock
3101,Hozier,Pop/Rock
3102,Mary Lambert,Pop/Rock
3103,Fifth Harmony,Pop/Rock
3104,Mac DeMarco,Pop/Rock
3105,The Piano Guys,Easy Listening
3106,Father John Misty,Pop/Rock
3107,Foxes,Pop/Rock
3108,Timeflies,Electronic
3109,FKA twigs,Pop/Rock
3110,Vision,Pop/Rock
3111,Together PANGEA,Pop/Rock
3112,Pham,Electronic
3113,Tedeschi Trucks Band,Pop/Rock
3114,Jana Kramer,Country
3115,Lorde,Pop/Rock
3116,Upchurch,Country
3117,A*M*E,Pop/Rock
3118,Niagara,Pop/Rock
3119,Echosmith,Pop/Rock
3120,Lukas Graham,Pop/Rock
3121,Caedmon's Call,Religious
3122,Guster,Pop/Rock
3123,George Winston,New Age
3124,Calvin Harris,Electronic
3125,John Newman,R&B;
3126,Becky G,Pop/Rock
3127,Crown the Empire,Pop/Rock
3128,Jetta,Pop/Rock
3129,Destructo,Electronic
3130,Baauer,Electronic
3131,WZRD,Pop/Rock
3132,R5,Pop/Rock
3133,Don Covay,R&B;
3134,Friendly Fires,Pop/Rock
3135,Northlane,Pop/Rock
3136,Dan Croll,Pop/Rock
3137,Cherub,Pop/Rock
3138,A*Teens,Electronic
3139,The 1975,Pop/Rock
3140,Atlas Genius,Pop/Rock
3141,Scotty McCreery,Country
3142,Zendaya,Pop/Rock
3143,Periphery,Pop/Rock
3144,Dua Lipa,Pop/Rock
3145,James TW,Pop/Rock
3146,Chris Lane,Country
3147,Jillian Jacqueline,Country
3148,Cloves,Pop/Rock
3149,gnash,Pop/Rock
3150,Car Seat Headrest,Pop/Rock
3151,That Poppy,Pop/Rock
3152,Izzy Bizu,R&B;
3153,Astrid S,Pop/Rock
3154,Big Thief,Pop/Rock
3155,With Confidence,Pop/Rock
3156,Alabama Shakes,Pop/Rock
3157,Meghan Trainor,Pop/Rock
3158,Kimbra,Pop/Rock
3159,Chicano Batman,Pop/Rock
3160,Red Sun Rising,Pop/Rock
3161,EDEN,Electronic
3162,Jeremy Zucker,Pop/Rock
3163,Yungblud,Pop/Rock
3164,Jaira Burns,Pop/Rock
3165,Elohim,Pop/Rock
3166,Jon Langston,Country
3167,Petit Biscuit,Electronic
3168,Kishi Bashi,Pop/Rock
3169,Absofacto,Pop/Rock
3170,The Weeknd,R&B;
3171,Cher Lloyd,Pop/Rock
3172,The Districts,Pop/Rock
3173,A Winged Victory for the Sullen,Pop/Rock
3174,Jessie J,Pop/Rock
3175,Little Mix,Pop/Rock
3176,Natural Child,Pop/Rock
3177,Wild Party,Pop/Rock
3178,Matthew Koma,Pop/Rock
3179,Lana Del Rey,Pop/Rock
3180,Niall Horan,Pop/Rock
3181,Electric Guest,Pop/Rock
3182,Harry Styles,Pop/Rock
3183,Tim Hecker,Electronic
3184,Tom Cochrane,Pop/Rock
3185,Kaiser Chiefs,Pop/Rock
3186,Brant Bjork,Pop/Rock
