,influencer_name,follower_name
22669,Green Day,The Get Up Kids
22670,Jawbox,The Get Up Kids
22671,Weezer,The Get Up Kids
22672,Rites of Spring,The Get Up Kids
22673,The Replacements,The Get Up Kids
22674,Minor Threat,The Get Up Kids
22675,Sunny Day Real Estate,The Get Up Kids
22676,HÃ¼sker DÃ¼,The Get Up Kids
22677,Fugazi,The Get Up Kids
22678,Flamin' Groovies,The Connection
22679,Milli Vanilli,Backstreet Boys
22680,Sting,Sia
22681,BjÃ¶rk,Sia
22682,The Velvet Underground,The Adverts
22683,Van Morrison,Soft Machine
22684,Pink Floyd,Soft Machine
22685,The Beatles,Soft Machine
22686,Semisonic,The All-American Rejects
22687,Smoking Popes,The All-American Rejects
22688,The Cars,The All-American Rejects
22689,Bon Jovi,The All-American Rejects
22690,Barenaked Ladies,The All-American Rejects
22691,Fastball,The All-American Rejects
22692,Green Day,The All-American Rejects
22693,Foo Fighters,The All-American Rejects
22694,The Replacements,Son Volt
22695,Gram Parsons,Son Volt
22696,Neil Sedaka,Paul Williams
22697,Bonnie Raitt,Sophie B. Hawkins
22698,Carole King,The Beatles
22699,Elvis Presley,The Beatles
22700,Johnny Kidd & the Pirates,The Beatles
22701,Def Leppard,The All-American Rejects
22702,David Bowie,The Adverts
22703,Sex Pistols,The Adverts
22704,The Doors,The Adverts
22705,Kylie Minogue,Sia
22706,The Band,Son Volt
22707,Gene Clark,Son Volt
22708,The Flying Burrito Brothers,Son Volt
22709,R.E.M.,Son Volt
22710,Neil Young,Son Volt
22711,Screeching Weasel,The All-American Rejects
22712,Descendents,The All-American Rejects
22713,The Byrds,Son Volt
22714,Beth Orton,Sia
22715,Ramones,The Adverts
22716,Talking Heads,Soda Stereo
22717,The Cure,Soda Stereo
22718,Ultra Vivid Scene,Soda Stereo
22719,Nirvana,Soda Stereo
22720,The Police,Soda Stereo
22721,David Bowie,Soda Stereo
22722,My Bloody Valentine,Soda Stereo
22723,Television,The Adverts
22724,The Clash,The Adverts
22725,Television,Soda Stereo
22726,Ritchie Valens,The Beatles
22727,The Osmonds,Backstreet Boys
22728,Superchunk,The Get Up Kids
22729,Right Said Fred,Backstreet Boys
22730,Leif Garrett,Backstreet Boys
22731,Madonna,Backstreet Boys
22732,The Beach Boys,Badly Drawn Boy
22733,Roxy Music,The Church
22734,Richard Marx,Backstreet Boys
22735,Elvis Presley,Bob Luman
22736,The Real Kids,The Gories
22737,The Velvet Underground,The Gories
22738,Bob Dylan,The Godz
22739,The Byrds,The Godz
22740,The Beatles,The Godz
22741,The Fugs,The Godz
22742,The Rolling Stones,The Godz
22743,The Band,The Gourds
22744,Faces,The Gourds
22745,The Jayhawks,The Gourds
22746,Uncle Tupelo,The Gourds
22747,NRBQ,The Gourds
22748,Take That,Backstreet Boys
22749,Bay City Rollers,Backstreet Boys
22750,Spice Girls,Backstreet Boys
22751,Carl Perkins,Bobby Timmons
22752,The Cardigans,Badly Drawn Boy
22753,Bob Dylan,Badly Drawn Boy
22754,The Kinks,Badly Drawn Boy
22755,Crash Test Dummies,Badly Drawn Boy
22756,Beck,Badly Drawn Boy
22757,Elliott Smith,Badly Drawn Boy
22758,Leo Sayer,Badly Drawn Boy
22759,Joni Mitchell,Badly Drawn Boy
22760,Nick Drake,Badly Drawn Boy
22761,Kevin Ayers,The Church
22762,The Mountain Goats,Badly Drawn Boy
22763,Harry Nilsson,Badly Drawn Boy
22764,The Verve,Badly Drawn Boy
22765,Burt Bacharach,Badly Drawn Boy
22766,Simon & Garfunkel,Badly Drawn Boy
22767,The Beatles,Badly Drawn Boy
22768,Beth Orton,Badly Drawn Boy
22769,The Go-Betweens,Badly Drawn Boy
22770,Donovan,Badly Drawn Boy
22771,Cat Power,Badly Drawn Boy
22772,Bruce Springsteen,Badly Drawn Boy
22773,New Kids on the Block,Backstreet Boys
22774,The Velvet Underground,The Church
22775,Curved Air,The Church
22776,Suzi Quatro,The Go-Go's
22777,Blondie,The Go-Go's
22778,The Dickies,The Go-Go's
22779,The Real Kids,The Connection
22780,Dusty Springfield,The Go-Go's
22781,Lesley Gore,The Go-Go's
22782,Ohio Express,The Go-Go's
22783,The Shangri-Las,The Go-Go's
22784,The Monkees,The Go-Go's
22785,The Nerves,The Go-Go's
22786,The Weirdos,The Go-Go's
22787,The Ronettes,The Go-Go's
22788,The Runaways,The Go-Go's
22789,The Slits,The Go-Go's
22790,Heart,The Go-Go's
22791,Patti Smith,The Go-Go's
22792,The Rolling Stones,The Connection
22793,Ramones,The Connection
22794,Michael Bolton,Backstreet Boys
22795,The Velvet Underground,The Go-Betweens
22796,The Beatles,The Go-Betweens
22797,The Byrds,The Go-Betweens
22798,The Modern Lovers,The Go-Betweens
22799,Joy Division,The Church
22800,Robert Wyatt,The Church
22801,Pink Floyd,The Church
22802,The Soft Boys,The Church
22803,David Bowie,The Church
22804,Modern English,The Church
22805,Brian Eno,The Church
22806,The Byrds,The Church
22807,Patti Smith,The Church
22808,The Doors,The Church
22809,The Beatles,The Church
22810,Rick Astley,Backstreet Boys
22811,The Beatles,The Go-Go's
22812,The Mamas & the Papas,The Go-Go's
22813,Elvis Costello,The Go-Betweens
22814,Bob Dylan,The Go-Betweens
22815,The Kinks,The Go-Betweens
22816,Nick Drake,The Go-Betweens
22817,The Only Ones,The Go-Betweens
22818,David Bowie,The Go-Betweens
22819,Wham!,Backstreet Boys
22820,Jerry Lee Lewis,The Beatles
22821,The Shadows,The Beatles
22822,Buddy Holly,The Beatles
22823,Alice in Chains,Smile Empty Soul
22824,Metallica,Smile Empty Soul
22825,Candlebox,Smile Empty Soul
22826,Bush,Smile Empty Soul
22827,Creed,Smile Empty Soul
22828,Deftones,Smile Empty Soul
22829,Brian Eno,Paul van Dyk
22830,Nina Hagen,Peaches
22831,Billy Joel,Something Corporate
22832,Counting Crows,Something Corporate
22833,Barenaked Ladies,Something Corporate
22834,Green Day,Something Corporate
22835,Ben Folds Five,Something Corporate
22836,Elton John,Something Corporate
22837,Jets to Brazil,Something Corporate
22838,Jimmy Eat World,Something Corporate
22839,T. Rex,Sigue Sigue Sputnik
22840,Frankie Goes to Hollywood,Sigue Sigue Sputnik
22841,Suicide,Sigue Sigue Sputnik
22842,Al Kooper,Shuggie Otis
22843,Jimi Hendrix,Shuggie Otis
22844,Frank Zappa,Shuggie Otis
22845,Iggy Pop,Peaches
22846,Sonic Youth,Slint
22847,Jimi Hendrix,Paul Stanley
22848,Big Black,Slint
22849,The Feelies,Slint
22850,Pere Ubu,Slint
22851,The Velvet Underground,Slint
22852,Barry Manilow,Andrea Bocelli
22853,Zucchero,Andrea Bocelli
22854,Alice Cooper,Paul Stanley
22855,David Bowie,Sigue Sigue Sputnik
22856,Bo Diddley,Paul Stanley
22857,Cream,Paul Stanley
22858,Led Zeppelin,Paul Stanley
22859,Rod Stewart,Paul Stanley
22860,Cheap Trick,Pavement
22861,R.E.M.,Pavement
22862,Gary Glitter,Sigue Sigue Sputnik
22863,Depeche Mode,Paul van Dyk
22864,Yoko Ono,Peaches
22865,Elastica,Peaches
22866,Jimmy Page,Paul Stanley
22867,Wipers,Slint
22868,Suicide,Peaches
22869,Meat Puppets,Pavement
22870,Berlin,Peaches
22871,Le Tigre,Peaches
22872,Lydia Lunch,Peaches
22873,Graham Nash,Suzanne Vega
22874,Lou Reed,Suzanne Vega
22875,XTC,Blur
22876,Descendents,blink-182
22877,Eddie Cochran,The Blasters
22878,Gene Vincent,The Blasters
22879,Little Richard,The Blasters
22880,The Rolling Stones,The Blasters
22881,X,The Blasters
22883,All,blink-182
22884,Bad Religion,blink-182
22885,Circle Jerks,blink-182
22886,Face to Face,blink-182
22887,Green Day,blink-182
22888,Generation X,blink-182
22889,John Prine,Steve Forbert
22890,The Byrds,Steve Forbert
22891,Harry Nilsson,Steve Forbert
22892,Tim Hardin,Steve Forbert
22893,Sebadoh,Pavement
22894,The Pastels,Pavement
22895,The Wedding Present,Pavement
22896,Can,Pavement
22897,Camper Van Beethoven,Pavement
22898,Wire,Pavement
22899,Yo La Tengo,Pavement
22900,Slint,Pavement
22901,Sonic Youth,Pavement
22902,Neneh Cherry,Peaches
22903,Swell Maps,Pavement
22904,Pere Ubu,Pavement
22905,The Velvet Underground,Pavement
22906,Pixies,Pavement
22907,Liz Phair,Peaches
22908,Captain Beefheart,Pavement
22909,The Cardigans,Shivaree
22910,Bob Dylan,Steve Forbert
22911,Joni Mitchell,Steve Forbert
22912,Neil Young,Steve Forbert
22913,The Feelies,Pavement
22914,R.E.M.,Slint
22915,Joy Division,Slint
22916,Television,Slint
22917,Led Zeppelin,Sigur RÃ³s
22918,Cocteau Twins,Sigur RÃ³s
22919,Lush,Sigur RÃ³s
22920,Ride,Sigur RÃ³s
22921,U2,Sigur RÃ³s
22922,Robert Fripp,Sigur RÃ³s
22923,Low,Sigur RÃ³s
22924,New Order,Sigur RÃ³s
22925,The Verve,Sigur RÃ³s
22926,Brian Eno,Sigur RÃ³s
22927,The Boo Radleys,Sigur RÃ³s
22928,Sonic Youth,Sigur RÃ³s
22929,The Everly Brothers,The Beatles
22930,BjÃ¶rk,Sigur RÃ³s
22931,Talk Talk,Sigur RÃ³s
22932,The Sugarcubes,Sigur RÃ³s
22933,My Bloody Valentine,Sigur RÃ³s
22934,The Beach Boys,The Association
22935,Bob Dylan,The Association
22936,The Cure,Sigur RÃ³s
22937,Spiritualized,Sigur RÃ³s
22938,Slowdive,Sigur RÃ³s
22939,Bo Diddley,The Beatles
22940,Carl Perkins,The Beatles
22941,Eddie Cochran,The Beatles
22942,Gene Vincent,The Beatles
22943,Little Richard,The Beatles
22944,Roy Orbison,The Beatles
22945,Cyndi Lauper,Sophie B. Hawkins
22946,Bob Dylan,The Beatles
22947,Madonna,Sophie B. Hawkins
22948,Falco,Sophie B. Hawkins
22949,Jan & Dean,The Association
22950,The Rolling Stones,Sophie B. Hawkins
22951,The Blue Nile,Suzanne Vega
22952,Elvis Costello,Suzanne Vega
22953,Bob Dylan,Suzanne Vega
22954,Leonard Cohen,Suzanne Vega
22955,Talking Heads,Suzanne Vega
22956,Joan Armatrading,Suzanne Vega
22957,Laura Nyro,Suzanne Vega
22958,Carly Simon,Suzanne Vega
22959,Chuck Berry,The Beatles
22960,Paul Simon,Suzanne Vega
22961,Herman's Hermits,The Association
22962,The Byrds,The Association
22963,The Beatles,The Association
22964,Sick of It All,Snapcase
22965,Crowbar,Snapcase
22966,Fugazi,Snapcase
22967,Television,Pavement
22968,Superchunk,Pavement
22969,The Fall,Pavement
22970,Bob Dylan,Pavement
22971,The Clean,Pavement
22972,The Beatles,Paul Stanley
22973,The Dictators,Supersuckers
22974,The Yardbirds,Paul Stanley
22975,Wire,Slint
22976,Big Star,Superdrag
22977,Dinosaur Jr.,Superdrag
22978,Jellyfish,Superdrag
22979,The Replacements,Superdrag
22980,The dB's,Superdrag
22981,The Zombies,Superdrag
22982,HÃ¼sker DÃ¼,Superdrag
22983,The Beatles,Superdrag
22984,Dinosaur Jr.,Pavement
22985,Suicide,The Gories
22986,Dead Moon,Supersuckers
22987,Aerosmith,Testament
22988,The Left Banke,The Association
22989,The Band,The Beatles
22990,Tortoise,The Album Leaf
22991,Carly Simon,Suzy Bogguss
22992,John Cale,Suzanne Vega
22993,Anthrax,Testament
22994,Carl Perkins,Paul Stanley
22995,Robert Plant,Paul Stanley
22996,New York Dolls,Paul Stanley
22997,Black Sabbath,Testament
22998,The Rolling Stones,Paul Stanley
22999,Carl Perkins,Steve Cropper
23000,Slayer,Testament
23001,Iron Maiden,Testament
23002,Led Zeppelin,Testament
23003,Judas Priest,Testament
23004,Sex Pistols,Testament
23005,Metallica,Testament
23006,MotÃ¶rhead,Testament
23007,Wizzard,Paul Stanley
23008,Chuck Berry,Steve Cropper
23009,X,The Go-Go's
23010,The Cramps,The Horrors
23011,Elisa,BjÃ¶rk
23012,Pretenders,Bikini Kill
23013,The Slits,Bikini Kill
23014,Spice Girls,The Cheetah Girls
23015,The Rubinoos,Avril Lavigne
23016,The Archies,The Cheetah Girls
23017,Atomic Kitten,The Cheetah Girls
23018,Britney Spears,The Cheetah Girls
23019,Christina Aguilera,The Cheetah Girls
23020,Bananarama,The Cheetah Girls
23021,Hilary Duff,The Cheetah Girls
23022,Kid Rock,Big & Rich
23023,Lynyrd Skynyrd,Big & Rich
23024,System of a Down,Avril Lavigne
23025,Concrete Blonde,Avril Lavigne
23026,Green Day,Avril Lavigne
23027,Lisa Loeb,Avril Lavigne
23028,Pavement,Dr. Dog
23029,The Who,Dr. Dog
23030,Charlie Feathers,The Gories
23031,Minutemen,Bikini Kill
23032,Billy Bragg,Folk Implosion
23033,Tom Verlaine,The Feelies
23034,The Rolling Stones,The Feelies
23035,The Who,Big Audio Dynamite
23036,Tom Tom Club,Big Audio Dynamite
23037,Liquid Liquid,Big Audio Dynamite
23038,Bo Diddley,The Fugs
23039,Bob Dylan,The Fugs
23040,Chuck Berry,The Fugs
23041,Elvis Presley,The Fugs
23042,The Beatles,The Fugs
23043,Bo Diddley,The Gories
23044,Ramones,Big Black
23045,The Creation,The Gories
23046,Lita Ford,Avril Lavigne
23047,Buddy Holly,The Feelies
23048,Patti Smith,Bikini Kill
23049,The Modern Lovers,The Feelies
23050,Brian Eno,The Feelies
23051,The Byrds,The Feelies
23052,Wire,The Feelies
23053,The Beatles,The Feelies
23054,The Velvet Underground,The Feelies
23055,Nirvana,Avril Lavigne
23056,The Pop Group,Big Audio Dynamite
23057,Blind Faith,Blues Traveler
23058,Grateful Dead,Blues Traveler
23059,The Allman Brothers Band,Blues Traveler
23060,Cocteau Twins,Boards of Canada
23061,Bob Weir,Blues Traveler
23062,Sonic Youth,Blur
23063,Squeeze,Blur
23064,The Velvet Underground,Blur
23065,Sebadoh,Blur
23066,Mick Jagger,Blur
23067,Pixies,Blur
23068,The Smiths,Blur
23069,Traffic,Blues Traveler
23070,Ten Years After,Blues Traveler
23071,The Band,Blues Traveler
23072,Bob Seger,Blues Traveler
23073,Bad Company,Blues Traveler
23074,James Gang,Blues Traveler
23075,ZZ Top,Blues Traveler
23076,Cream,Blues Traveler
23077,The Doors,Blues Traveler
23078,Big Brother & the Holding Company,Blues Traveler
23079,The Rolling Stones,Big Brother & the Holding Company
23080,The Beatles,Big Brother & the Holding Company
23081,The Animals,Big Brother & the Holding Company
23082,The Birthday Party,Big Black
23083,Killing Joke,Big Black
23084,Gang of Four,Big Black
23085,Joy Division,Big Black
23086,Public Image Ltd.,Big Black
23087,Negative Approach,Big Black
23088,Sex Pistols,Big Black
23089,Suicide,Big Black
23090,The Pop Group,Big Black
23091,The Rolling Stones,Blues Traveler
23092,AC/DC,Big Black
23093,Wire,Big Black
23094,Throbbing Gristle,Big Black
23095,DNA,Big Black
23096,Pearl Jam,Better Than Ezra
23097,Eagles,Better Than Ezra
23098,Dinosaur Jr.,Better Than Ezra
23099,Pixies,Better Than Ezra
23100,The Kinks,Big Brother & the Holding Company
23101,The Yardbirds,Big Brother & the Holding Company
23102,The Beatles,Blues Traveler
23103,Public Image Ltd.,Big Audio Dynamite
23104,No Doubt,Avril Lavigne
23105,Killing Joke,Big Audio Dynamite
23106,Neneh Cherry,Beverley Knight
23107,Tripping Daisy,Blue October
23108,Pearl Jam,Blue October
23109,The Flaming Lips,Blue October
23110,Foo Fighters,Blue October
23111,Genesis,Blue October
23112,U2,Blue October
23113,Live,Blue October
23114,Nirvana,Blue October
23115,Bruce Springsteen,Avail
23116,A Flock of Seagulls,Blue October
23117,Toad the Wet Sprocket,Blue October
23118,Bush,Blue October
23119,Creed,Blue October
23120,Peter Gabriel,Blue October
23121,Television,The Feelies
23122,Big Star,The Feelies
23123,Bob Dylan,The Feelies
23124,Talking Heads,The Feelies
23125,Madonna,BeyoncÃ©
23126,Paula Abdul,BeyoncÃ©
23127,Neil Young,Blue Mountain
23128,HÃ¼sker DÃ¼,Avail
23129,The Rolling Stones,ZZ Top
23130,Queen,Breaking Benjamin
23131,MDC,Youth of Today
23132,Dream Theater,Avenged Sevenfold
23133,Minor Threat,Youth of Today
23134,Pantera,Avenged Sevenfold
23135,Alice in Chains,Avenged Sevenfold
23136,Slayer,Avenged Sevenfold
23137,Bad Religion,Avenged Sevenfold
23138,Lou Reed,The Feelies
23139,Black Flag,Avenged Sevenfold
23140,Corrosion of Conformity,Avenged Sevenfold
23141,Korn,Avenged Sevenfold
23142,Metallica,Avenged Sevenfold
23143,Guns N' Roses,Avenged Sevenfold
23144,AFI,Avenged Sevenfold
23145,Jewel,ThalÃ­a
23146,Eros Ramazzotti,ThalÃ­a
23147,Gloria Estefan,ThalÃ­a
23148,Placebo,Blue October
23149,Iron Maiden,Avenged Sevenfold
23150,Jonathan Richman,The Feelies
23151,Neil Young,The Feelies
23152,Dag Nasty,Avail
23153,John Mellencamp,Avail
23154,Rites of Spring,Avail
23155,NOFX,Avail
23156,Naked Raygun,Avail
23157,The Monks,The Feelies
23158,David Bowie,The Feelies
23159,XTC,Dr. Dog
23160,The Ventures,The Chantays
23161,Natalie Imbruglia,Avril Lavigne
23162,Leatherface,Avail
23163,Matchbox Twenty,Avril Lavigne
23164,Sum 41,Avril Lavigne
23165,The Breeders,Avril Lavigne
23166,blink-182,Avril Lavigne
23167,Incubus,Avril Lavigne
23168,Coldplay,Avril Lavigne
23169,Alanis Morissette,Avril Lavigne
23170,Hanson,Avril Lavigne
23171,The Beach Boys,The Chantays
23172,Dick Dale,The Chantays
23173,Gwen Stefani,Avril Lavigne
23174,Chuck Berry,Blues Traveler
23175,Black Flag,Avail
23176,AFI,The Fall of Troy
23177,Ramones,Avail
23178,Ramones,The Feelies
23179,Pete Townshend,Audio Adrenaline
23180,The Beatles,Dr. Dog
23181,Cracker,Dr. Dog
23182,Smog,Great Lake Swimmers
23183,Elliott Smith,Great Lake Swimmers
23184,Galaxie 500,Great Lake Swimmers
23185,Joni Mitchell,Great Lake Swimmers
23186,Refused,The Fall of Troy
23187,Nick Drake,Great Lake Swimmers
23188,Red House Painters,Great Lake Swimmers
23189,Bright Eyes,Great Lake Swimmers
23190,Yo La Tengo,Great Lake Swimmers
23191,Cat Power,Great Lake Swimmers
23192,Bad Company,The Firm
23193,Minor Threat,Avail
23194,Free,The Firm
23195,Pink Floyd,The Fall of Troy
23196,Nirvana,The Fall of Troy
23197,Neil Young,Great Lake Swimmers
23198,Pennywise,blink-182
23199,The Doobie Brothers,Blues Traveler
23200,Fleetwood Mac,Blues Traveler
23201,Exodus,Bolt Thrower
23202,Crass,Bolt Thrower
23203,Discharge,Bolt Thrower
23204,Metallica,Bolt Thrower
23205,Candlemass,Bolt Thrower
23206,Black Sabbath,Bolt Thrower
23207,Right Said Fred,Baha Men
23208,Talking Heads,INXS
23209,Jimmy Barnes,INXS
23210,The Birthday Party,The Horrors
23211,Venom,Iced Earth
23212,Nina Hagen,BjÃ¶rk
23213,The Slits,BjÃ¶rk
23214,David Bowie,BjÃ¶rk
23215,Siouxsie and the Banshees,BjÃ¶rk
23216,Saint Etienne,BjÃ¶rk
23217,Peter Gabriel,BjÃ¶rk
23218,Kate Bush,BjÃ¶rk
23219,Brigitte Fontaine,BjÃ¶rk
23220,Slayer,Bolt Thrower
23221,My Bloody Valentine,The Horrors
23222,New York Dolls,The Horrors
23223,The Kingsmen,The Horrors
23224,The Doors,INXS
23225,Bo Diddley,Keith Richards
23226,Jimi Hendrix,The Isley Brothers
23227,Led Zeppelin,INXS
23228,The Strokes,The Horrors
23229,The Damned,The Horrors
23230,Echo & the Bunnymen,The Horrors
23231,Bauhaus,The Horrors
23232,The Jon Spencer Blues Explosion,The Horrors
23233,Slayer,Iced Earth
23234,Dead Moon,The Horrors
23235,The Yardbirds,The Horrors
23236,Ramones,The Horrors
23237,The Seeds,The Horrors
23238,Mudhoney,The Horrors
23239,? & the Mysterians,The Horrors
23240,The Stranglers,The Horrors
23241,Yeah Yeah Yeahs,The Horrors
23242,Chuck Berry,The Isley Brothers
23243,Spiritualized,The Horrors
23244,Joy Division,The Horrors
23245,Billy Thorpe,INXS
23246,Iron Maiden,Iced Earth
23247,Judas Priest,Iced Earth
23248,Mick Jagger,INXS
23249,The Rolling Stones,INXS
23250,Foreigner,INXS
23251,The Beatles,Bobby McFerrin
23252,Led Zeppelin,Bonham
23253,Van Halen,Bonham
23254,Green Day,Billy Talent
23255,Eurythmics,BjÃ¶rk
23256,Less Than Jake,Billy Talent
23257,Fugazi,Billy Talent
23258,Jane's Addiction,Billy Talent
23259,Rage Against the Machine,Billy Talent
23260,Red Hot Chili Peppers,Billy Talent
23261,Refused,Billy Talent
23262,David Bowie,Icehouse
23263,Roxy Music,Icehouse
23264,Radiohead,Kid Koala
23265,BjÃ¶rk,Kid Koala
23266,Cocteau Twins,BjÃ¶rk
23267,Queen,INXS
23268,Roxy Music,INXS
23269,The Beatles,INXS
23270,Split Enz,INXS
23271,Mercyful Fate,Iced Earth
23272,Joni Mitchell,BjÃ¶rk
23273,Megadeth,Iced Earth
23274,Metallica,Iced Earth
23275,Angel Witch,Iced Earth
23276,Black Sabbath,Iced Earth
23277,Helloween,Iced Earth
23278,Cher,Idina Menzel
23279,Cyndi Lauper,Idina Menzel
23280,Deep Purple,Iced Earth
23281,Alice Cooper,King Diamond
23282,Iron Maiden,King Diamond
23283,Deep Purple,King Diamond
23284,Gene Simmons,King Diamond
23285,New Order,BjÃ¶rk
23286,Dead Can Dance,BjÃ¶rk
23287,The Police,INXS
23288,The Clash,Billy Talent
23289,Sex Pistols,INXS
23290,David Bowie,INXS
23291,Kiss,King Diamond
23292,The Clash,INXS
23293,Elvis Costello,INXS
23294,Burt Bacharach,Kid Loco
23295,Jimi Hendrix,Blind Faith
23296,The Yardbirds,Blind Faith
23297,Buddy Holly,Blind Faith
23298,The Byrds,Blind Faith
23299,The Rolling Stones,Blind Faith
23300,The Band,Dr. Dog
23301,The Beach Boys,Dr. Dog
23302,Big Star,Dr. Dog
23303,The Kinks,Dr. Dog
23304,The Flying Burrito Brothers,Dr. Dog
23305,The Records,Dr. Dog
23306,Guided by Voices,Dr. Dog
23307,X-Ray Spex,The Exploited
23308,Sex Pistols,The Exploited
23309,The Art of Noise,Boards of Canada
23310,New Order,Aztec Camera
23311,My Bloody Valentine,Boards of Canada
23312,Paul McCartney,Aztec Camera
23313,Simon & Garfunkel,Aztec Camera
23314,The Vibrators,The Exploited
23315,Cream,Blind Faith
23316,Traffic,Blind Faith
23317,Throbbing Gristle,Autechre
23318,Jorma Kaukonen,Blues Traveler
23319,Hot Tuna,Blues Traveler
23320,Little Feat,Blues Traveler
23321,Quicksilver Messenger Service,Blues Traveler
23322,Jimi Hendrix,Blues Traveler
23323,Manfred Mann's Earth Band,Blues Traveler
23324,Them,Big Brother & the Holding Company
23325,Brian Eno,Boards of Canada
23326,Harry Nilsson,Dr. Dog
23327,Elvis Costello,Aztec Camera
23328,The Band,Blind Faith
23329,999,The Exploited
23330,The Undertones,The Exploited
23331,Stiff Little Fingers,The Exploited
23332,UB40,Beres Hammond
23333,Psychic TV,Autechre
23334,Ministry,Autechre
23335,Brian Eno,Autechre
23336,Cabaret Voltaire,Autechre
23337,Front 242,Autechre
23338,Cock Sparrer,The Exploited
23339,Bob Dylan,Aztec Camera
23340,Leonard Cohen,Aztec Camera
23341,"Crosby, Stills & Nash",Aztec Camera
23342,Elvis Presley,Keith Richards
23343,Buddy Holly,Keith Richards
23344,Carl Perkins,Keith Richards
23345,The Who,The Heartbeats
23346,The Zombies,The Heartbeats
23347,The Beatles,The Heartbeats
23348,All That Remains,All Shall Perish
23349,Suffocation,All Shall Perish
23350,Jack Bruce,Billy Cobham
23351,Chuck Berry,Keith Richards
23352,Ginger Baker,Billy Cobham
23353,Van Morrison,Ian Matthews
23354,Little Richard,The Isley Brothers
23355,Michael Nesmith,Ian Matthews
23356,Tim Hardin,Ian Matthews
23357,The Byrds,Ian Matthews
23358,Jim Ford,Ian Matthews
23359,Buffalo Springfield,Ian Matthews
23360,Serge Gainsbourg,Kid Loco
23361,Love,Kid Loco
23362,Bob Dylan,Ian Matthews
23363,Led Zeppelin,Blues Traveler
23364,Joni Mitchell,Ian Matthews
23365,The Sonics,The Gories
23366,Dire Straits,Aztec Camera
23367,Scott Walker,Aztec Camera
23368,Josef K,Aztec Camera
23369,Van Morrison,Aztec Camera
23370,Love,Aztec Camera
23371,The Byrds,Aztec Camera
23372,U.K. Subs,The Exploited
23373,The Beatles,Aztec Camera
23374,Wings,Aztec Camera
23375,Soft Machine,Blur
23376,John Prine,Blaze Foley
23377,The Suicide Machines,Big D and the Kids Table
23378,The Mighty Mighty Bosstones,Big D and the Kids Table
23379,The Slackers,Big D and the Kids Table
23380,The Clash,The Exploited
23381,The Jam,The Exploited
23382,The Damned,The Exploited
23383,Dead Boys,The Exploited
23384,Sham 69,The Exploited
23385,The Cramps,The Gories
23386,Operation Ivy,Big D and the Kids Table
23387,The Byrds,The Blasters
23388,Converge,The Fall of Troy
23389,NOFX,blink-182
23390,Saint Etienne,Little Dragon
23391,Cilla Black,Duffy
23392,Dusty Springfield,Duffy
23393,Petula Clark,Duffy
23394,Nancy Sinatra,Duffy
23395,Fall Out Boy,Forever the Sickest Kids
23396,Weezer,Forever the Sickest Kids
23397,New Found Glory,Forever the Sickest Kids
23398,Dashboard Confessional,Forever the Sickest Kids
23399,Fountains of Wayne,Forever the Sickest Kids
23400,The All-American Rejects,Forever the Sickest Kids
23401,blink-182,Forever the Sickest Kids
23402,Anastacia,Lady Gaga
23403,Young Marble Giants,Lykke Li
23404,Blondie,Lady Gaga
23405,Cyndi Lauper,Lady Gaga
23406,Madonna,Lady Gaga
23407,Ace of Base,Lady Gaga
23408,David Bowie,Lady Gaga
23409,Bowling for Soup,Forever the Sickest Kids
23410,Bruce Springsteen,The War on Drugs
23411,ABBA,Lykke Li
23412,Natasha Bedingfield,Selena Gomez
23413,Ashlee Simpson,Demi Lovato
23414,Britney Spears,Demi Lovato
23415,Avril Lavigne,Demi Lovato
23416,Lindsay Lohan,Demi Lovato
23417,Jesse McCartney,Demi Lovato
23418,Hilary Duff,Demi Lovato
23419,Talking Heads,The Ting Tings
23420,Justin Timberlake,Selena Gomez
23421,The Dresden Dolls,The Ting Tings
23422,Gwen Stefani,Lady Gaga
23423,Eels,The Ting Tings
23424,The Police,The Ting Tings
23425,Tom Tom Club,The Ting Tings
23426,Gorillaz,The Ting Tings
23427,The Beatles,The Ting Tings
23428,BjÃ¶rk,The Ting Tings
23429,The Velvet Underground,The Ting Tings
23430,Big Star,The War on Drugs
23431,Bob Dylan,The War on Drugs
23432,Dire Straits,The War on Drugs
23433,Howard Jones,The Ting Tings
23434,Madonna,Demi Lovato
23435,Britney Spears,Lady Gaga
23436,Christina Aguilera,Lady Gaga
23437,Radiohead,White Lies
23438,Nick Cave,White Lies
23439,The Teardrop Explodes,White Lies
23440,The Smiths,White Lies
23441,Blondie,Friendly Fires
23442,The Cure,Friendly Fires
23443,Franz Ferdinand,Friendly Fires
23444,New Order,Friendly Fires
23445,David Bowie,Friendly Fires
23446,Radiohead,Delta Spirit
23447,Cake,Black Kids
23448,Bruce Hornsby,The War on Drugs
23449,Nico,Beach House
23450,Sonic Youth,The War on Drugs
23451,Dr. Dog,The War on Drugs
23452,My Bloody Valentine,The War on Drugs
23453,Christina Aguilera,Karina
23454,Shinedown,Rev Theory
23455,PJ Harvey,Beach House
23456,Joy Division,White Lies
23457,Echo & the Bunnymen,White Lies
23458,The Cure,White Lies
23459,Bob Dylan,Delta Spirit
23460,Queen,Lady Gaga
23461,Shocking Blue,Lykke Li
23462,Le Tigre,Lykke Li
23463,My Morning Jacket,The War on Drugs
23464,Tom Petty,The War on Drugs
23465,Everything But the Girl,Little Dragon
23466,Duran Duran,White Lies
