influencer_name,follower_name
Sonny Stitt,Frank Foster
Don Byas,Frank Foster
Wardell Gray,Frank Foster
B̩la Fleck,Nickel Creek
Horace Silver,Jimmy Smith
Charlie Ventura,Buddy Greco
Cab Calloway,Dr. Buzzard's Original Savannah Band
Erroll Garner,George Shearing
Ron Carter,Miroslav Vitous
Scott LaFaro,Miroslav Vitous
Gary Peacock,Miroslav Vitous
Pharoah Sanders,Kenny Garrett
Oliver Nelson,Kenny Garrett
Chuck Mangione,Diana Krall
Jack DeJohnette,Egg
Don Byas,Paul Gonsalves
Chuck Mangione,Dave Koz
Nat King Cole,Ben E. King
Art Blakey,Chico Hamilton
Gil Evans,David Sanborn
Bud Shank,Dave Koz
Mose Allison,Tom Waits
Jackie McLean,David Sanborn
Stanley Turrentine,David Sanborn
Louis Jordan,Wynonie Harris
Billy Strayhorn,George Russell
Ben Webster,Paul Gonsalves
Pat Metheny,Eric Johnson
Shirley Horn,Diana Krall
John Coltrane,Gov't Mule
Keith Jarrett,Enya
John McLaughlin,Eric Johnson
Thelonious Monk,George Russell
Wes Montgomery,Eric Johnson
Bud Powell,Jimmy Smith
Miles Davis,Kenny Garrett
Cannonball Adderley,Kenny Garrett
Woody Shaw,Kenny Garrett
Bobby Hutcherson,Kenny Garrett
Jackie McLean,Kenny Garrett
Art Blakey,Frank Butler
Dizzy Gillespie,Kenny Garrett
John Coltrane,Kenny Garrett
John Coltrane,Gong
Horace Silver,Sonny Clark
Charlie Parker,Kenny Garrett
Wayne Shorter,Kenny Garrett
Lee Morgan,"Medeski, Martin & Wood"
Bill Evans,Steve Kuhn
George Shearing,Steve Kuhn
Bud Powell,Steve Kuhn
Hank Jones,Steve Kuhn
Miles Davis,Steve Kuhn
Charlie Parker,Steve Kuhn
Fats Navarro,Dizzy Gillespie
John Coltrane,Sonny Sharrock
Miles Davis,Sonny Sharrock
John Coltrane,Gil Scott-Heron
Sonny Rollins,Kenny Garrett
Herbie Hancock,Terrace Martin
Lester Young,Kenny Garrett
John Coltrane,DJ Shadow
Miles Davis,Egg
Art Blakey,Tony Williams
Philly Joe Jones,Tony Williams
Miles Davis,Tony Williams
Max Roach,Tony Williams
Max Roach,Chico Hamilton
Sam Rivers,Tony Williams
Elvin Jones,Tony Williams
John Coltrane,Van der Graaf Generator
John Coltrane,Tony Williams
Stan Levey,Billy Cobham
Jackie McLean,Tony Williams
Miles Davis,Gong
John Coltrane,Steve Kuhn
Ornette Coleman,Sonny Sharrock
Roy Haynes,Tony Williams
Weather Report,Dave Matthews Band
Charles Mingus,Gil Scott-Heron
Vince Guaraldi,Ben Folds Five
Billy May,Lalo Schifrin
Tuck & Patti,Diana Krall
Alec Wilder,Lalo Schifrin
Don Byas,Gene Ammons
Gil Evans,Lalo Schifrin
Miles Davis,Lalo Schifrin
Dizzy Gillespie,Lalo Schifrin
Benny Golson,Lalo Schifrin
Gil Evans,Ant̫nio Carlos Jobim
Gerry Mulligan,Ant̫nio Carlos Jobim
Chet Baker,Ant̫nio Carlos Jobim
John Coltrane,Gato Barbieri
Dizzy Gillespie,Gato Barbieri
Thelonious Monk,Tom Waits
Chico O'Farrill,Gato Barbieri
Thelonious Monk,Lalo Schifrin
Sonny Rollins,Gato Barbieri
Charlie Parker,Gato Barbieri
Nat King Cole,Diana Krall
Mahavishnu Orchestra,Larry Heard
Illinois Jacquet,Gene Ammons
Hugh Masekela,Oumou Sangare
Cannonball Adderley,David Sanborn
Hank Crawford,Gerald Albright
Oscar Peterson,Andr̩ Previn
"Grover Washington, Jr.",Gerald Albright
Bobby Hackett,Dizzy Gillespie
Miles Davis,Meshell Ndegeocello
John Coltrane,Jon Lucien
Lester Young,Dizzy Gillespie
Roy Eldridge,Dizzy Gillespie
Stan Kenton,Michel Legrand
Lalo Schifrin,Gato Barbieri
Bud Shank,David Sanborn
Cal Tjader,Paul Weller
Dexter Gordon,Gene Ammons
Charlie Parker,Gene Ammons
Lester Young,Gene Ammons
Ben Webster,Gene Ammons
Kirk Whalum,Marion Meadows
Johnny Mandel,Andr̩ Previn
Dave Brubeck,The Residents
Dave Grusin,Jeff Lorber
Miles Davis,Gentle Giant
John Coltrane,Gentle Giant
Spyro Gyra,Dave Koz
Pat Metheny,Dave Koz
David Sanborn,Dave Koz
John Klemmer,Dave Koz
George Benson,Dave Koz
George Benson,David Sanborn
Narada Michael Walden,Dave Koz
Charlie Parker,David Sanborn
Oliver Nelson,David Sanborn
Return to Forever,Dave Koz
"Richard ""Groove"" Holmes",The Meters
Hank Crawford,Dave Koz
"Grover Washington, Jr.",Dave Koz
Sun Ra,The Residents
Charlie Parker,Can
Cab Calloway,Cherry Poppin' Daddies
John Klemmer,David Sanborn
Louis Jordan,Cherry Poppin' Daddies
Ornette Coleman,Captain Beefheart
Pharoah Sanders,Gato Barbieri
Cal Tjader,Gato Barbieri
Charlie Parker,Toots Thielemans
Charlie Christian,Toots Thielemans
Marian McPartland,Diana Krall
Art Pepper,Gato Barbieri
Oscar Peterson,Diana Krall
Cab Calloway,Louis Jordan
Phil Woods,Dave Koz
Ornette Coleman,Gato Barbieri
Sun Ra,Funkadelic
Illinois Jacquet,Clarence Clemons
Louis Prima,Cherry Poppin' Daddies
Miles Davis,Can
Oliver Nelson,Gato Barbieri
Miles Davis,Brand X
Weather Report,Brand X
Mahavishnu Orchestra,Brand X
