influencer_name,follower_name
Isaac Hayes,Nate Dogg
Parliament,Nate Dogg
Barry White,Nate Dogg
Patti Austin,Mary J. Blige
Teena Marie,Mary J. Blige
Betty Davis,Mary J. Blige
Jody Watley,Mary J. Blige
Janet Jackson,Mary J. Blige
Sade,Mary J. Blige
Roberta Flack,Mary J. Blige
Marvin Gaye,Mary J. Blige
Minnie Riperton,Mary J. Blige
Anita Baker,Mary J. Blige
Diana Ross,Mary J. Blige
Chaka Khan,Mary J. Blige
Whitney Houston,Mary J. Blige
The Pointer Sisters,Mary J. Blige
Aretha Franklin,Mary J. Blige
The Chantels,The Marvelettes
The Shirelles,The Marvelettes
LaVern Baker,The Marvelettes
Ruth Brown,The Marvelettes
Smokey Robinson,The Marvelettes
LaVern Baker,Koko Taylor
Ruth Brown,Koko Taylor
Parliament,Mass Production
Funkadelic,Mass Production
Ohio Players,Mass Production
Booker T. Jones,NRBQ
Isaac Hayes,Massive Attack
Grace Jones,Massive Attack
Funkadelic,Massive Attack
Marvin Gaye,Massive Attack
Ray Charles,Quincy Jones
Fats Domino,Neil Young
The Monotones,Neil Young
The Meters,Rebirth Brass Band
The Wild Tchoupitoulas,Rebirth Brass Band
Mavis Staples,Neko Case
Jackie Wilson,Mary Wells
The Shirelles,Mary Wells
Diana Ross,Mary Wells
LaVern Baker,Mary Wells
Smokey Robinson,Mary Wells
Aretha Franklin,Mary Wells
Rebirth Brass Band,North Mississippi Allstars
The Meters,North Mississippi Allstars
Patti LaBelle,Rachelle Ferrell
Natalie Cole,Rachelle Ferrell
Lou Rawls,Rachelle Ferrell
Sam Cooke,Rachelle Ferrell
Sade,Rachelle Ferrell
Anita Baker,Rachelle Ferrell
Aretha Franklin,Rachelle Ferrell
The J.B.'s,El Michels Affair
Isaac Hayes,El Michels Affair
Cymande,El Michels Affair
War,El Michels Affair
The Meters,El Michels Affair
Mandrill,El Michels Affair
Ray Charles,Michael Bolton
Bill Withers,Michael Bolton
Sam Cooke,Michael Bolton
Marvin Gaye,Michael Bolton
Otis Redding,Michael Bolton
Stevie Wonder,Michael Bolton
Percy Sledge,Michael Bolton
Grace Jones,M.I.A.
Missy Elliott,M.I.A.
Brandy,Aly & AJ
Sly & the Family Stone,Ohio Players
James Brown,Ohio Players
Curtis Mayfield,Ohio Players
Rufus Thomas,Ohio Players
Jimmy Castor,Ohio Players
The Temptations,Ohio Players
Stevie Wonder,Ohio Players
The Isley Brothers,Ohio Players
Smokey Robinson & the Miracles,New Kids on the Block
Bobby Brown,New Kids on the Block
The Jackson 5,New Kids on the Block
Michael Jackson,New Kids on the Block
New Edition,New Kids on the Block
Boyz II Men,Next
Barry White,Next
Marvin Gaye,Next
Chubby Checker,Ohio Express
Bell Biv DeVoe,Ryan Leslie
Jodeci,Ryan Leslie
Stevie Wonder,Ryan Leslie
Ray Charles,Randy Newman
Fats Domino,Randy Newman
Esther Phillips,Maxine Brown
Brook Benton,Randy Travis
The Jackson 5,The Go! Team
Parliament,The Go! Team
Archie Bell & the Drells,The Go! Team
Cissy Houston,Mavis Staples
Sam Cooke,Mavis Staples
Screamin' Jay Hawkins,Nick Cave
TLC,Michelle Williams
En Vogue,Michelle Williams
Janet Jackson,Michelle Williams
Regina Belle,Michelle Williams
Toni Braxton,Michelle Williams
"Earth, Wind & Fire",Odyssey
James Brown,Maze
Commodores,Maze
Sly & the Family Stone,Raphael Saadiq
Curtis Mayfield,Raphael Saadiq
Marvin Gaye,Raphael Saadiq
Prince,Raphael Saadiq
Al Green,Raphael Saadiq
Stevie Wonder,Raphael Saadiq
Chaka Khan,Raphael Saadiq
Sly & the Family Stone,Meshell Ndegeocello
Betty Davis,Meshell Ndegeocello
Bootsy Collins,Meshell Ndegeocello
Larry Graham,Meshell Ndegeocello
Grace Jones,Meshell Ndegeocello
Funkadelic,Meshell Ndegeocello
Prince,Meshell Ndegeocello
Sly & the Family Stone,The Meters
Betty Harris,The Meters
James Brown,The Meters
Fats Domino,The Meters
Earl King,The Meters
Dave Bartholomew,The Meters
Lee Dorsey,The Meters
"Huey ""Piano"" Smith",The Meters
Jessie Hill,The Meters
Allen Toussaint,The Meters
James Brown,The Moody Blues
Teddy Pendergrass,Ray J
Tevin Campbell,Ray J
Blackstreet,Ray J
Bobby Brown,Ray J
Babyface,Ray J
Jodeci,Ray J
Jon B.,Ray J
Usher,Ray J
R. Kelly,Ray J
Michael Jackson,Ray J
The Flamingos,The Mothers of Invention
The Moonglows,The Mothers of Invention
The Platters,The Mothers of Invention
The J.B.'s,"Medeski, Martin & Wood"
The Meters,"Medeski, Martin & Wood"
Stephanie Mills,Meli'sa Morgan
Chaka Khan,Meli'sa Morgan
Lakeside,Ready for the World
Roger,Ready for the World
Prince,Ready for the World
Rick James,Ready for the World
Ohio Players,Ready for the World
Kool & the Gang,Ready for the World
The J.B.'s,The RH Factor
Fats Domino,The Radiators
The Meters,The Radiators
Barry White,Nile Rodgers
Brenton Wood,Ralfi Pagan
Marvin Gaye,The Police
Stevie Wonder,The Police
Smokey Robinson,The Police
Ray Charles,Otis Redding
The Drifters,Otis Redding
Fats Domino,Otis Redding
Ben E. King,Otis Redding
Sam Cooke,Otis Redding
Roy Brown,Otis Redding
Ruth Brown,Otis Redding
The Chantels,The Shangri-Las
The Shirelles,The Shangri-Las
Ray Charles,The Shirelles
The Marcels,The Shirelles
The Chantels,The Shirelles
The Clovers,The Shirelles
The Cadillacs,The Shirelles
The Platters,The Shirelles
Ray Charles,The Residents
TLC,Nivea
Faith Evans,Nivea
Janet Jackson,Nivea
Aaliyah,Nivea
Solomon Burke,Small Faces
Jackie Wilson,Small Faces
Eddie Floyd,Small Faces
Sam Cooke,Small Faces
Marvin Gaye,Small Faces
Otis Redding,Small Faces
Wilson Pickett,Small Faces
Irma Thomas,Small Faces
Smokey Robinson,Small Faces
Don Covay,Small Faces
TLC,Mista
Sly & the Family Stone,Miles Davis
James Brown,Miles Davis
Jackie Wilson,The Righteous Brothers
Sam Cooke,The Righteous Brothers
Sam & Dave,The Righteous Brothers
Roy Brown,The Righteous Brothers
Johnny Ace,The Righteous Brothers
Wynonie Harris,The Righteous Brothers
Fats Domino,The Skatalites
Roy Brown,The Skatalites
Wynonie Harris,The Skatalites
James Brown,Ozomatli
Funkadelic,Ozomatli
War,Ozomatli
Barrett Strong,The Sonics
The Contours,The Sonics
James Brown,The Sonics
The Miracles,The Sonics
Ray Charles,O.V. Wright
James Brown,O.V. Wright
Sam Cooke,O.V. Wright
Little Willie John,O.V. Wright
Ray Charles,Michael McDonald
Otis Redding,Michael McDonald
The Temptations,Michael McDonald
Stevie Wonder,Michael McDonald
Smokey Robinson,Michael McDonald
Screamin' Jay Hawkins,The Reverend Horton Heat
Aretha Franklin,Michael W. Smith
Sly & the Family Stone,Michael Jackson
Ray Charles,Michael Jackson
Bobby Day,Michael Jackson
Jackie Wilson,Michael Jackson
James Brown,Michael Jackson
Frankie Lymon,Michael Jackson
Dionne Warwick,Michael Jackson
Marvin Gaye,Michael Jackson
The Supremes,Michael Jackson
Diana Ross,Michael Jackson
Stevie Wonder,Michael Jackson
The Isley Brothers,Michael Jackson
Smokey Robinson,Michael Jackson
Blackstreet,Omarion
Bobby Brown,Omarion
Boyz II Men,Omarion
Joe,Omarion
Dru Hill,Omarion
Jon B.,Omarion
Howard Hewett,Omarion
Usher,Omarion
R. Kelly,Omarion
Ginuwine,Omarion
Sam Cooke,Mickey Gilley
Lloyd Price,Mickey Gilley
Donna Summer,Olivia Newton-John
Funkadelic,Minutemen
The Impressions,The Melodians
The Tams,The Melodians
Chic,Arthur Russell
Al Green,The Subdudes
Prince,Mika
Tevin Campbell,Corbin Bleu
Usher,Corbin Bleu
Michael Jackson,Corbin Bleu
TLC,3LW
En Vogue,3LW
Janet Jackson,3LW
Mariah Carey,3LW
Aaliyah,3LW
Whitney Houston,3LW
King Curtis,The Memphis Horns
The Meters,The String Cheese Incident
The Chantels,The Supremes
Barrett Strong,The Supremes
The Drifters,The Supremes
Little Anthony & the Imperials,The Supremes
The Moonglows,The Supremes
Smokey Robinson,The Supremes
Prince,Marsha Ambrosius
Mary J. Blige,Marsha Ambrosius
Michael Jackson,Marsha Ambrosius
Stevie Wonder,Marsha Ambrosius
Chic,Orange Juice
Curtis Mayfield,Orange Juice
Hot Chocolate,Orange Juice
Wilson Pickett,Orange Juice
The O'Jays,Orange Juice
Deniece Williams,Anita Ward
KC & the Sunshine Band,a-ha
Ray Charles,The Spencer Davis Group
James Brown,The Spencer Davis Group
Rufus Thomas,The Spencer Davis Group
Stevie Wonder,The Spencer Davis Group
Smokey Robinson & the Miracles,The Whispers
The Impressions,The Whispers
The Dells,The Whispers
Marvin Gaye,The Whispers
The Temptations,The Whispers
The Isley Brothers,The Whispers
TLC,MoKenStef
Janet Jackson,MoKenStef
SWV,MoKenStef
Percy Mayfield,Junior Parker
Roy Brown,Junior Parker
The Crystals,Suicide
James Brown,The Pop Group
Gladys Knight,Millie Jackson
Isaac Hayes,Millie Jackson
James Brown,Millie Jackson
Ohio Players,Millie Jackson
Isaac Hayes,The Pogues
Chubby Checker,Ramones
The Crystals,Ramones
TLC,Monica
Bobby Brown,Monica
Babyface,Monica
Boyz II Men,Monica
En Vogue,Monica
Janet Jackson,Monica
Mariah Carey,Monica
Vanessa Williams,Monica
R. Kelly,Monica
Mary J. Blige,Monica
Diana Ross,Monica
Deniece Williams,Monica
Whitney Houston,Monica
Aretha Franklin,Monica
Toni Braxton,Monica
The Chantels,The Ronettes
Frankie Lymon,The Ronettes
Barbara Lynn,The Ronettes
Little Anthony & the Imperials,The Ronettes
Ruth Brown,The Ronettes
The Platters,The Ronettes
Sam & Dave,The Proclaimers
The Supremes,Pretenders
Ray Charles,The Rascals
The Clovers,The Rascals
The Impressions,The Rascals
The Drifters,The Rascals
Howard Tate,The Rascals
Sam & Dave,The Rascals
Marvin Gaye,The Rascals
Otis Redding,The Rascals
The Shirelles,The Rascals
The Temptations,The Rascals
The Isley Brothers,The Rascals
Aretha Franklin,Oumou Sangare
Bobby Brown,Another Bad Creation
The Jackson 5,Another Bad Creation
Bell Biv DeVoe,Another Bad Creation
New Edition,Another Bad Creation
Irma Thomas,Anouk
Janet Jackson,Ace of Base
Michael Jackson,Ace of Base
The J.B.'s,The Salsoul Orchestra
The Supremes,The Salsoul Orchestra
The Three Degrees,The Salsoul Orchestra
Ashford & Simpson,The Salsoul Orchestra
Harold Melvin,The Salsoul Orchestra
The O'Jays,The Salsoul Orchestra
Faith Evans,Adina Howard
Janet Jackson,Adina Howard
Mary J. Blige,Adina Howard
Missy Elliott,Adina Howard
Aaliyah,Adina Howard
The Drifters,Mink DeVille
James Brown,The Slits
Marvin Gaye,The Slits
Labelle,SWV
Janet Jackson,SWV
Prince,SWV
Michael Jackson,SWV
The Supremes,SWV
Keith Sweat,SWV
Shalamar,SWV
Whitney Houston,SWV
The Pointer Sisters,SWV
The Blues Brothers,Adam Sandler
Ray Charles,The Seeds
James Brown,The Seeds
The Platters,The Seeds
Gladys Knight,Minnie Riperton
Tammi Terrell,Minnie Riperton
Marvin Gaye,Minnie Riperton
Mary Wells,Minnie Riperton
Diana Ross,Minnie Riperton
Smokey Robinson,Minnie Riperton
Aretha Franklin,Minnie Riperton
Teena Marie,Missy Elliott
Betty Davis,Missy Elliott
Millie Jackson,Missy Elliott
Chaka Khan,Missy Elliott
Ray Charles,Archie Bell & the Drells
The Flamingos,Archie Bell & the Drells
The Five Satins,Archie Bell & the Drells
The Clovers,Archie Bell & the Drells
The Coasters,Archie Bell & the Drells
Chubby Checker,Archie Bell & the Drells
The Drifters,Archie Bell & the Drells
Joe Tex,Archie Bell & the Drells
The Platters,Archie Bell & the Drells
The Coasters,The Rivingtons
Roberta Flack,Adele
Lisa Stansfield,Adele
The Delfonics,The Sea and Cake
Curtis Mayfield,The Sea and Cake
Al Green,The Sea and Cake
The Platters,The Miracles
The Flamingos,Art Garfunkel
The Five Satins,Art Garfunkel
Screamin' Jay Hawkins,The 13th Floor Elevators
Percy Mayfield,Tim Hardin
"Earth, Wind & Fire",Atlantic Starr
Michael Jackson,Atlantic Starr
The Spinners,Atlantic Starr
Commodores,Atlantic Starr
Kool & the Gang,Atlantic Starr
The O'Jays,Atlantic Starr
The Drifters,Al Kooper
Aretha Franklin,Thelma Houston
All-4-One,*NSYNC
Smokey Robinson & the Miracles,*NSYNC
The Jackson 5,*NSYNC
Boyz II Men,*NSYNC
Michael Jackson,*NSYNC
The Whispers,*NSYNC
Brian McKnight,*NSYNC
The Tams,*NSYNC
Guy,*NSYNC
Color Me Badd,*NSYNC
New Edition,*NSYNC
Teddy Pendergrass,Brian McKnight
Peabo Bryson,Brian McKnight
Bobby Brown,Brian McKnight
James Ingram,Brian McKnight
Luther Vandross,Brian McKnight
Lou Rawls,Brian McKnight
Lionel Richie,Brian McKnight
Leon Ware,Brian McKnight
Marvin Gaye,Brian McKnight
Jermaine Jackson,Brian McKnight
Jerry Butler,Brian McKnight
Al Green,Brian McKnight
Stevie Wonder,Brian McKnight
Lenny Williams,Brian McKnight
Larry Levan,Todd Terry
"Earth, Wind & Fire",Brian Culbertson
Fontella Bass,Bryan Ferry
O.V. Wright,Bryan Ferry
Tina Turner,Joan Osborne
Chic,The Bucketheads
Destiny's Child,Girls Aloud
The Velvelettes,Girls Aloud
Edwin Starr,Bruce Springsteen
The Drifters,Bruce Springsteen
Sam Cooke,Bruce Springsteen
The Isley Brothers,Bruce Springsteen
Chic,David Bowie
The Spinners,David Bowie
Al Green,David Bowie
The O'Jays,David Bowie
Angie Stone,Chrisette Michele
Natalie Cole,Chrisette Michele
Luther Vandross,Chrisette Michele
Marvin Gaye,Chrisette Michele
Mary J. Blige,Chrisette Michele
Anita Baker,Chrisette Michele
Jill Scott,Chrisette Michele
Sly & the Family Stone,George Clinton
James Brown,George Clinton
Parliament,George Clinton
The Meters,George Clinton
The Temptations,George Clinton
Smokey Robinson,George Clinton
Ray Charles,George Duke
Smokey Robinson & the Miracles,Sweet
The Temptations,Sweet
The Clovers,Buddy Holly
Hank Ballard,Buddy Holly
Fats Domino,Gerry & the Pacemakers
Carla Thomas,Candi Staton
Otis Redding,Candi Staton
Irma Thomas,Candi Staton
Aretha Franklin,Candi Staton
Ray Charles,Georgie Fame
Fats Domino,Georgie Fame
Brenton Wood,Georgie Fame
Lee Dorsey,Georgie Fame
Labi Siffre,George Michael
Freddie Jackson,George Michael
Sam Cooke,George Michael
Marvin Gaye,George Michael
Sylvester,George Michael
Smokey Robinson,George Michael
Ray Charles,Melody Gardot
Roberta Flack,Melody Gardot
Aretha Franklin,Melody Gardot
Chic,Gwen Stefani
Jody Watley,Gwen Stefani
Club Nouveau,Gwen Stefani
Prince,Gwen Stefani
Missy Elliott,Gwen Stefani
The Time,Gwen Stefani
Lalah Hathaway,Jazmine Sullivan
Faith Evans,Jazmine Sullivan
Changing Faces,Jazmine Sullivan
Mariah Carey,Jazmine Sullivan
Mary J. Blige,Jazmine Sullivan
Missy Elliott,Jazmine Sullivan
Brandy,Jazmine Sullivan
Chic,Matt and Kim
The Jackson 5,Jonas Brothers
Teddy Pendergrass,J. Holiday
Boyz II Men,J. Holiday
D'Angelo,J. Holiday
Donny Hathaway,J. Holiday
Marvin Gaye,J. Holiday
Michael Jackson,J. Holiday
The Stylistics,J. Holiday
Al B. Sure!,J. Holiday
Gerald Levert,J. Holiday
Dave Hollister,J. Holiday
Smokey Robinson,J. Holiday
Jill Scott,J. Holiday
Sly & the Family Stone,Happy Mondays
Isaac Hayes,Happy Mondays
Labelle,Happy Mondays
Parliament,Happy Mondays
Funkadelic,Happy Mondays
Jamiroquai,Maktub
Missy Elliott,Lily Allen
Mariah Carey,Kat DeLuna
Parliament,Man Parrish
O.V. Wright,? & the Mysterians
Wilson Pickett,? & the Mysterians
The Flamingos,The Stylistics
The Five Keys,The Stylistics
Curtis Mayfield,The Stylistics
Gene Chandler,The Stylistics
Dionne Warwick,The Stylistics
Donny Hathaway,The Stylistics
Sam Cooke,The Stylistics
Little Anthony & the Imperials,The Stylistics
Jerry Butler,The Stylistics
Otis Redding,The Stylistics
Booker T. Jones,Stuff
The Chantels,The Sweet Inspirations
The Cookies,The Sweet Inspirations
The Bobbettes,The Sweet Inspirations
The Chordettes,The Sweet Inspirations
The Clovers,The Temptations
Billy Ward & the Dominoes,The Temptations
Chuck Jackson,The Temptations
Jackie Wilson,The Temptations
The Drifters,The Temptations
The Dells,The Temptations
Ben E. King,The Temptations
Eddie Kendricks,The Temptations
Sam Cooke,The Temptations
Brook Benton,The Temptations
David Ruffin,The Temptations
Smokey Robinson,The Temptations
The Platters,The Temptations
Otis Redding,Moby Grape
Babyface,Taio Cruz
Boyz II Men,Taio Cruz
Usher,Taio Cruz
R. Kelly,Taio Cruz
Michael Jackson,Taio Cruz
Gladys Knight,The Three Degrees
The Marvelettes,The Three Degrees
The Supremes,The Three Degrees
The Chantels,The Velvelettes
The Drifters,The Velvelettes
Sam Cooke,The Velvelettes
Patti Austin,Anita Baker
Betty Wright,Anita Baker
Tammi Terrell,Anita Baker
Dionne Warwick,Anita Baker
Esther Phillips,Anita Baker
Roberta Flack,Anita Baker
Minnie Riperton,Anita Baker
Candi Staton,Anita Baker
Diana Ross,Anita Baker
Al Green,Anita Baker
Angela Bofill,Anita Baker
Chaka Khan,Anita Baker
Tyrone Davis,Anita Baker
Smokey Robinson,Anita Baker
Aretha Franklin,Anita Baker
Ben E. King,Paolo Nutini
Marvin Gaye,Paolo Nutini
Wilson Pickett,Paolo Nutini
The Supremes,Marcia Griffiths
Irma Thomas,Marcia Griffiths
Freda Payne,Marcia Griffiths
Aretha Franklin,Marcia Griffiths
"Huey ""Piano"" Smith",The Wild Tchoupitoulas
Chic,ABC
Isaac Hayes,ABC
"Earth, Wind & Fire",ABC
Curtis Mayfield,ABC
Barry White,ABC
KC & the Sunshine Band,ABC
Marvin Gaye,ABC
The Temptations,ABC
Kool & the Gang,ABC
Smokey Robinson,ABC
Jackie Wilson,Herman's Hermits
Fats Domino,Herman's Hermits
Sam Cooke,Herman's Hermits
Funkadelic,The Verve
The Three Degrees,A Taste of Honey
Terence Trent D'Arby,Seal
Parliament,Seal
Curtis Mayfield,Seal
Marvin Gaye,Seal
Prince,Seal
Michael Jackson,Seal
Al Green,Seal
Stevie Wonder,Seal
Gladys Knight,The Staple Singers
The Impressions,The Staple Singers
Larry Williams,The Staple Singers
Sam Cooke,The Staple Singers
Percy Mayfield,The Staple Singers
Jackie Wilson,The Who
James Brown,The Who
Sam Cooke,The Who
Sam & Dave,The Who
Otis Redding,The Who
Wilson Pickett,The Who
The Flamingos,The Spinners
The Impressions,The Spinners
Jackie Wilson,The Spinners
James Brown,The Spinners
The Dells,The Spinners
Gene Chandler,The Spinners
Ben E. King,The Spinners
Dionne Warwick,The Spinners
Sam Cooke,The Spinners
Jerry Butler,The Spinners
The Moonglows,The Spinners
The Isley Brothers,The Spinners
Smokey Robinson,The Spinners
The Penguins,The Spinners
The Platters,The Spinners
Ray Charles,William Bell
Bobby Womack,William Bell
James Brown,William Bell
Sam Cooke,William Bell
TLC,Aaliyah
Gladys Knight,Aaliyah
En Vogue,Aaliyah
Janet Jackson,Aaliyah
Mariah Carey,Aaliyah
Marvin Gaye,Aaliyah
Mary J. Blige,Aaliyah
Minnie Riperton,Aaliyah
The Sweet Inspirations,Aaliyah
Stevie Wonder,Aaliyah
The Isley Brothers,Aaliyah
Whitney Houston,Aaliyah
Funkadelic,Suicidal Tendencies
War,Suicidal Tendencies
Otis Redding,Willie Hutch
Terence Trent D'Arby,Anthony Hamilton
Teddy Pendergrass,Anthony Hamilton
Ray Charles,Anthony Hamilton
Bobby Womack,Anthony Hamilton
Bill Withers,Anthony Hamilton
James Carr,Anthony Hamilton
Lalah Hathaway,Anthony Hamilton
D'Angelo,Anthony Hamilton
Curtis Mayfield,Anthony Hamilton
Eddie Floyd,Anthony Hamilton
Donny Hathaway,Anthony Hamilton
Lou Rawls,Anthony Hamilton
Sam Cooke,Anthony Hamilton
Howard Hewett,Anthony Hamilton
Marvin Gaye,Anthony Hamilton
Raphael Saadiq,Anthony Hamilton
Brian McKnight,Anthony Hamilton
Billy Preston,Anthony Hamilton
Al Green,Anthony Hamilton
Stevie Wonder,Anthony Hamilton
Gerald Levert,Anthony Hamilton
Shuggie Otis,Anthony Hamilton
The Cadillacs,The Vogues
The Drifters,The Walker Brothers
Dionne Warwick,The Walker Brothers
Jerry Butler,The Walker Brothers
The Drifters,Aaron Neville
Fats Domino,Aaron Neville
Frankie Lymon,Aaron Neville
Earl King,Aaron Neville
Sam Cooke,Aaron Neville
Percy Mayfield,Aaron Neville
Al Green,Aaron Neville
Chris Kenner,Aaron Neville
Lee Dorsey,Aaron Neville
Johnny Ace,Aaron Neville
Allen Toussaint,Aaron Neville
Ray Charles,The Zombies
James Brown,The Zombies
Sam Cooke,The Zombies
Little Anthony & the Imperials,The Zombies
Smokey Robinson,The Zombies
Bootsy Collins,APB
Ray Charles,Willie Nelson
Solomon Burke,Dave Edmunds
Ray Charles,Dave Edmunds
Fats Domino,Dave Edmunds
Joe Tex,Dave Edmunds
The Temptations,Dave Edmunds
Betty Wright,Annie Lennox
Diana Ross,Annie Lennox
Tina Turner,Annie Lennox
Al Green,Annie Lennox
Ann Peebles,Annie Lennox
Aretha Franklin,Annie Lennox
Diana Ross,MÃ³nica Naranjo
Donna Summer,MÃ³nica Naranjo
Aretha Franklin,MÃ³nica Naranjo
Marvin Gaye,Moodymann
The Gap Band,Yarbrough & Peoples
Ray Charles,Billy Preston
The Coasters,Billy Preston
King Curtis,Billy Preston
Ike & Tina Turner,Billy Preston
Sam Cooke,Billy Preston
Otis Redding,Billy Preston
The Drifters,Diana Ross
Frankie Lymon,Diana Ross
Tammi Terrell,Diana Ross
Sam Cooke,Diana Ross
The Temptations,Diana Ross
Smokey Robinson,Diana Ross
The Platters,Diana Ross
Funkadelic,Buckethead
Terry Callier,Tim Buckley
The J.B.'s,Zapp
Bootsy Collins,Zapp
Parliament,Zapp
"Earth, Wind & Fire",Zapp
Funkadelic,Zapp
Ohio Players,Zapp
George Clinton,Zapp
Stevie Wonder,Zapp
Cameo,Zapp
Ray Charles,Tina Turner
James Brown,Tina Turner
Sam Cooke,Tina Turner
Hank Ballard,Tina Turner
Ruth Brown,Tina Turner
Ann Peebles,Tina Turner
Parliament,Morcheeba
Funkadelic,Morcheeba
The Brand New Heavies,Morcheeba
Incognito,Morcheeba
The Manhattans,After 7
The Whispers,After 7
The Originals,After 7
Michael Jackson,Eros Ramazzotti
Diana Ross,Eros Ramazzotti
Tina Turner,Eros Ramazzotti
James Brown,Aerosmith
Rufus Thomas,Aerosmith
Sam Cooke,Arthur Conley
Booker T. Jones,Atlanta Rhythm Section
Bill Withers,Al Jarreau
Lou Rawls,Al Jarreau
Stevie Wonder,Al Jarreau
Ray Charles,Al Green
Jackie Wilson,Al Green
The Drifters,Al Green
James Brown,Al Green
Gene Chandler,Al Green
Ben E. King,Al Green
Eddie Floyd,Al Green
Joe Tex,Al Green
Sam Cooke,Al Green
Little Willie John,Al Green
Howard Tate,Al Green
Sam & Dave,Al Green
Rufus Thomas,Al Green
Percy Mayfield,Al Green
Marvin Gaye,Al Green
Otis Redding,Al Green
Brook Benton,Al Green
The Temptations,Al Green
William Bell,Al Green
Wilson Pickett,Al Green
Joe Simon,Al Green
Smokey Robinson,Al Green
Percy Sledge,Al Green
Aretha Franklin,Al Green
Don Covay,Al Green
Teddy Pendergrass,Al B. Sure!
James Ingram,Al B. Sure!
Barry White,Al B. Sure!
Luther Vandross,Al B. Sure!
Sam Cooke,Al B. Sure!
Marvin Gaye,Al B. Sure!
Otis Redding,Al B. Sure!
Michael Jackson,Al B. Sure!
Al Green,Al B. Sure!
Smokey Robinson,Al B. Sure!
TLC,Brandy
En Vogue,Brandy
Janet Jackson,Brandy
Mariah Carey,Brandy
Vanessa Williams,Brandy
Mary J. Blige,Brandy
SWV,Brandy
Chaka Khan,Brandy
Whitney Houston,Brandy
Toni Braxton,Brandy
Little Anthony & the Imperials,Tom Jones
James Brown,Tom Tom Club
Parliament,Tom Tom Club
Hot Chocolate,Tom Tom Club
Donna Summer,Tom Tom Club
Solomon Burke,Tom Petty
Roberta Flack,Brenda Russell
Marvin Gaye,Brenda Russell
Mary Wells,Brenda Russell
Diana Ross,Brenda Russell
Stevie Wonder,Brenda Russell
Chaka Khan,Brenda Russell
Aretha Franklin,Brenda Russell
Percy Mayfield,Tom Waits
"Earth, Wind & Fire",Brainstorm
Eddie Hazel,Tom Morello
Jackie Wilson,Brenton Wood
Larry Williams,Brenton Wood
Sam Cooke,Brenton Wood
Jesse Belvin,Brenton Wood
Johnny Ace,Brenton Wood
Chic,My Life with the Thrill Kill Kult
Patti LaBelle,Ashford & Simpson
Gladys Knight,Ashford & Simpson
Ray Charles,Ashford & Simpson
Bobby Womack,Ashford & Simpson
Chuck Jackson,Ashford & Simpson
Tammi Terrell,Ashford & Simpson
Marvin Gaye,Ashford & Simpson
Mary Wells,Ashford & Simpson
Maxine Brown,Ashford & Simpson
Tyrone Davis,Ashford & Simpson
Smokey Robinson,Ashford & Simpson
TLC,Pretty Ricky
Blackstreet,Pretty Ricky
Bobby Brown,Pretty Ricky
The Jackson 5,Pretty Ricky
Jagged Edge,Pretty Ricky
Bell Biv DeVoe,Pretty Ricky
Jodeci,Pretty Ricky
Dru Hill,Pretty Ricky
Usher,Pretty Ricky
R. Kelly,Pretty Ricky
Another Bad Creation,Pretty Ricky
Guy,Pretty Ricky
Ginuwine,Pretty Ricky
New Edition,Pretty Ricky
112,Pretty Ricky
Otis Clay,Brinsley Schwarz
Marvin Gaye,Edwyn Collins
TLC,Mya
Bobby Brown,Mya
Boyz II Men,Mya
D'Angelo,Mya
En Vogue,Mya
Janet Jackson,Mya
Mariah Carey,Mya
Vanessa Williams,Mya
Monica,Mya
SWV,Mya
Missy Elliott,Mya
Guy,Mya
Whitney Houston,Mya
The Pointer Sisters,Mya
Toni Braxton,Mya
D'Angelo,TonÃ©x
Prince,TonÃ©x
The J.B.'s,Brick
James Brown,Brick
Parliament,Brick
Jimmy Castor,Brick
Ohio Players,Brick
Solomon Burke,Stevie Wonder
Ray Charles,Stevie Wonder
King Curtis,Stevie Wonder
Jackie Wilson,Stevie Wonder
James Brown,Stevie Wonder
Frankie Lymon,Stevie Wonder
Sam Cooke,Stevie Wonder
Johnny Ace,Stevie Wonder
The Meters,Brian Blade
James Brown,The Brothers Johnson
Marvin Gaye,The Brothers Johnson
Ohio Players,The Brothers Johnson
The Meters,The Brothers Johnson
Stevie Wonder,The Brothers Johnson
Shuggie Otis,The Brothers Johnson
The Isley Brothers,The Brothers Johnson
Smokey Robinson,The Brothers Johnson
Ray Charles,The Box Tops
Otis Redding,The Box Tops
Allen Toussaint,The Box Tops
Charlie Wilson,Alexander O'Neal
Barry White,Alexander O'Neal
Kool & the Gang,Alexander O'Neal
Johnnie Taylor,Stevie Ray Vaughan
Patti Austin,Amy Winehouse
Billy Paul,Amy Winehouse
Ike & Tina Turner,Amy Winehouse
Kim Weston,Amy Winehouse
D'Angelo,Amy Winehouse
Erykah Badu,Amy Winehouse
Mary J. Blige,Amy Winehouse
The Supremes,Amy Winehouse
The Sweet Inspirations,Amy Winehouse
Chubby Checker,Tommy Roe
TLC,Britney Spears
Bobby Brown,Britney Spears
En Vogue,Britney Spears
Janet Jackson,Britney Spears
Mariah Carey,Britney Spears
Michael Jackson,Britney Spears
Aaliyah,Britney Spears
Whitney Houston,Britney Spears
The Blackbyrds,The Brand New Heavies
The J.B.'s,The Brand New Heavies
James Brown,The Brand New Heavies
