danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,Genre
0.322,0.147,0.199,107.969,-16.249,1,3,0.933,0.00000664,0.171,0.0322,0,214000,12,1960,1960,Vocal
0.332,0.0782,0.143,116.17,-20.001,1,3,0.955,0,0.122,0.0372,0,156693,11,1960,1960,Vocal
0.257,0.198,0.197,78.615,-17.386,1,7,0.936,0.0000105,0.111,0.0316,0,206867,7,1960,1960,Vocal
0.247,0.221,0.397,99.563,-15.103,1,7,0.873,0.00000112,0.192,0.0322,0,166867,27,1960,1960,Vocal
0.193,0.231,0.138,168.247,-15.138,0,10,0.96,0.000121,0.151,0.0331,0,149707,16,1960,1960,Vocal
0.559,0.572,0.369,85.09,-4.794,0,7,0.61,0,0.118,0.0373,0,224627,59,2015,1/1/15,Vocal
0.448,0.23,0.269,75.806,-9.065,1,11,0.851,0.00000892,0.112,0.0287,0,193640,47,2011,9/9/11,Vocal
0.269,0.479,0.211,78.072,-7.555,1,9,0.689,0.000192,0.116,0.0602,0,400533,47,2013,1/1/13,Vocal
0.763,0.323,0.716,102.757,-12.272,1,9,0.648,0,0.596,0.418,0,176333,44,1999,3/9/99,Vocal
0.715,0.227,0.535,88.864,-12.692,1,0,0.778,0,0.148,0.172,0,224387,53,2013,1/1/13,Vocal
0.371,0.0884,0.158,87.441,-18.251,1,3,0.856,0,0.101,0.0376,0,262027,51,2001,1/1/01,Vocal
0.471,0.0738,0.305,125.283,-18.477,1,0,0.927,0.0216,0.115,0.0362,0,177467,39,1972,1/1/72,Vocal
0.601,0.358,0.479,73.344,-15.473,1,1,0.259,0.0735,0.105,0.0534,0,191347,30,1972,1/1/72,Vocal
0.365,0.298,0.284,68.156,-10.984,0,4,0.872,0,0.613,0.0338,0,227507,15,1957,1957,Vocal
0.33,0.319,0.176,134.705,-10.704,1,2,0.927,0,0.593,0.0359,0,241027,11,1957,1957,Vocal
0.443,0.619,0.214,84.742,-6.707,1,5,0.633,0,0.155,0.0409,0,135333,25,1978,1/1/78,Vocal
0.383,0.263,0.24,136.452,-10.489,0,8,0.917,0,0.0918,0.0322,0,185867,12,1957,1957,Vocal
0.367,0.483,0.236,78.968,-10.247,0,9,0.683,0.00000256,0.628,0.0324,0,177173,11,1957,1957,Vocal
0.265,0.552,0.198,73.866,-8.549,0,5,0.763,0.00000373,0.0848,0.0394,0,174627,8,1957,1957,Vocal
0.63,0.304,0.419,108.553,-9.168,1,0,0.779,0,0.228,0.0419,0,134493,9,1957,1957,Vocal
0.72,0.162,0.349,100.796,-12.184,1,5,0.803,0,0.37,0.0682,0,173827,7,1957,1957,Vocal
0.441,0.123,0.316,110.996,-13.893,1,1,0.976,0.00000849,0.111,0.0386,0,203667,30,1941,1941,Vocal
0.68,0.228,0.405,119.005,-13.15,1,9,0.347,0.0000159,0.0388,0.0411,0,172027,25,1941,1941,Vocal
0.285,0.189,0.243,73.601,-15.457,1,7,0.73,0,0.323,0.0324,0,194600,13,1941,1941,Vocal
0.71,0.588,0.85,118.09,-10.659,0,0,0.531,0,0.0647,0.0892,0,163800,14,1941,1941,Vocal
0.338,0.203,0.245,86.256,-13.607,1,7,0.899,0.0208,0.178,0.0372,0,161373,12,1941,1941,Vocal
0.39,0.15,0.27,70.452,-13.376,1,7,0.992,0.0348,0.4,0.034,0,203120,11,1941,1941,Vocal
0.478,0.0399,0.225,86.857,-15.76,1,4,0.914,0,0.142,0.0396,0,199373,9,1941,1941,Vocal
0.459,0.411,0.4,120.621,-11.817,0,0,0.486,0,0.616,0.0652,0,146800,8,1941,1941,Vocal
0.42,0.268,0.373,93.532,-14.374,1,0,0.409,0.00000256,0.103,0.0457,0,217627,7,1941,1941,Vocal
0.517,0.32,0.557,133.743,-12.5,1,0,0.568,0,0.131,0.0658,0,161573,7,1941,1941,Vocal
0.377,0.201,0.289,135.679,-14.211,0,8,0.796,0.0000411,0.187,0.0331,0,188000,6,1941,1941,Vocal
0.336,0.186,0.162,122.225,-17.196,0,2,0.808,0.00000155,0.356,0.0358,0,163467,7,1941,1941,Vocal
0.603,0.284,0.639,105.779,-14.584,1,2,0.541,0,0.0677,0.0873,0,173467,7,1941,1941,Vocal
0.563,0.54,0.595,111.68,-9.127,1,7,0.742,0,0.388,0.0683,0,123600,19,1957,1957,Vocal
0.497,0.584,0.586,101.166,-7.159,0,6,0.735,0,0.458,0.158,0,115973,18,1957,1957,Vocal
0.456,0.384,0.469,110.683,-10.433,0,1,0.807,0,0.197,0.0586,0,308440,38,1995,1/24/95,Vocal
0.249,0.303,0.228,63.029,-7.66,0,10,0.728,0.0000056,0.117,0.0282,0,161733,6,1955,6/23/55,Vocal
0.508,0.0597,0.173,114.732,-12.413,1,10,0.866,0.00019,0.185,0.0376,0,147600,3,1955,6/23/55,Vocal
0.226,0.294,0.284,176.676,-9.581,0,5,0.765,0,0.0895,0.0318,0,162560,3,1955,6/23/55,Vocal
0.384,0.241,0.118,67.83,-11.297,0,9,0.75,0.000261,0.223,0.0322,0,153773,5,1955,6/23/55,Vocal
0.667,0.345,0.647,120.33,-8.494,1,10,0.312,0,0.333,0.0377,0,142027,11,1955,6/23/55,Vocal
0.285,0.284,0.177,89.372,-10.619,1,8,0.685,0.00000109,0.128,0.0355,0,152760,7,1955,6/23/55,Vocal
0.449,0.497,0.488,132.71,-7.98,1,6,0.352,0.000172,0.298,0.0418,0,129573,7,1955,6/23/55,Vocal
0.586,0.269,0.647,82.204,-13.848,1,7,0.772,0,0.299,0.308,0,213507,37,1972,2/13/72,Vocal
0.363,0.262,0.318,104.058,-12.624,0,6,0.922,0,0.121,0.0361,0,209893,21,1964,1964,Vocal
0.157,0.677,0.227,86.554,-12.57,1,8,0.795,0.824,0.757,0.124,0,192347,21,1965,7/25/65,Vocal
0.266,0.685,0.325,99.038,-12.708,1,5,0.786,0,0.972,0.247,0,156549,21,1965,7/25/65,Vocal
0.406,0.892,0.703,129.078,-12.821,1,0,0.823,0,0.968,0.643,0,71507,20,1965,7/25/65,Vocal
0.387,0.181,0.313,79.367,-14.412,1,10,0.823,0,0.164,0.0729,0,188760,48,1972,2/13/72,Vocal
0.583,0.232,0.638,108.723,-13.734,1,5,0.916,0,0.424,0.0823,0,211200,46,1972,2/13/72,Vocal
0.393,0.225,0.397,79.984,-12.527,1,9,0.828,0,0.254,0.0403,0,189627,39,1972,1/1/72,Vocal
0.5,0.311,0.597,81.117,-9.539,1,5,0.898,0,0.437,0.0879,0,213200,36,1972,1/1/72,Vocal
0.504,0.339,0.588,75.216,-11.171,1,7,0.78,0.00000332,0.209,0.376,0,216200,35,1972,1/1/72,Vocal
0.649,0.334,0.412,88.79,-11.843,1,11,0.856,0.0000158,0.216,0.0451,0,237800,54,2009,1/1/09,Vocal
0.621,0.199,0.157,87.086,-15.576,1,11,0.955,0.262,0.101,0.0338,0,237813,42,2006,9/12/06,Vocal
0.499,0.254,0.0893,104.953,-12.302,0,11,0.907,0.0157,0.112,0.028,0,224973,39,2004,9/14/04,Vocal
0.623,0.451,0.482,96.233,-9.927,1,9,0.552,0.00163,0.188,0.0751,0,285053,41,1996,9/27/96,Vocal
0.503,0.124,0.166,107.799,-16.659,1,10,0.952,0.0415,0.158,0.0342,0,251000,39,2006,9/12/06,Vocal
0.727,0.413,0.314,110.545,-9.621,0,4,0.712,0.000158,0.0765,0.0346,0,192173,58,1996,9/27/96,Vocal
0.599,0.398,0.474,138.314,-9.916,0,5,0.826,0.000943,0.11,0.0367,0,237640,50,2004,9/14/04,Vocal
0.371,0.057,0.33,78.842,-14.804,1,5,0.974,0,0.113,0.042,0,201200,52,1996,9/27/96,Vocal
0.726,0.355,0.272,105.546,-10.735,1,2,0.837,0.0117,0.105,0.0761,0,191947,46,2004,9/14/04,Vocal
0.503,0.226,0.287,86.349,-9.966,1,0,0.947,0.00000412,0.144,0.0362,0,176133,45,2004,9/14/04,Vocal
0.672,0.221,0.235,98.969,-15.009,0,10,0.889,0.412,0.116,0.0342,0,235373,47,2006,9/12/06,Vocal
0.231,0.245,0.191,90.148,-13.564,0,4,0.943,0.0000601,0.143,0.0362,0,189067,33,1991,1991,Vocal
0.244,0.278,0.0789,138.783,-13.063,1,7,0.944,0.0868,0.142,0.0409,0,271973,25,1984,1984,Vocal
0.34,0.276,0.288,134.332,-17.276,1,11,0.653,0,0.315,0.046,0,551933,22,1979,1/1/79,Vocal
0.445,0.461,0.673,160.317,-14.551,1,0,0.356,0,0.179,0.0821,0,262107,21,1979,1/1/79,Vocal
0.245,0.232,0.0915,82.26,-15.688,1,7,0.951,0.0708,0.17,0.0362,0,267813,2,1947,1947,Vocal
0.405,0.196,0.356,147.685,-16.128,1,6,0.968,0.00293,0.157,0.0489,0,201133,32,1984,1984,Vocal
0.264,0.288,0.257,114.037,-10.44,1,8,0.875,0.0825,0.704,0.0327,0,162121,0,1952,9/7/52,Vocal
0.339,0.139,0.202,89.592,-10.77,1,3,0.886,0.00000609,0.145,0.0356,0,175400,2,1954,1/1/54,Vocal
0.743,0.16,0.377,111.178,-13.58,1,11,0.954,0.0000107,0.141,0.0369,0,121867,12,1956,1/1/56,Vocal
0.25,0.174,0.0909,83.635,-13.661,1,9,0.766,0.000101,0.166,0.0347,0,211293,13,1960,1/1/60,Vocal
0.744,0.212,0.557,74.895,-14.666,0,7,0.519,0,0.129,0.0486,0,215573,14,1960,1/1/60,Vocal
0.391,0.13,0.332,119.485,-10.204,1,8,0.949,0.00000128,0.15,0.0314,0,119173,9,1958,1/1/58,Vocal
0.378,0.133,0.268,72.428,-12.082,1,3,0.963,0.00212,0.126,0.0329,0,128680,9,1958,1/1/58,Vocal
0.634,0.153,0.525,138.875,-14.424,1,0,0.752,0,0.201,0.0663,0,142627,11,1960,1/1/60,Vocal
0.236,0.173,0.279,82.342,-13.844,1,6,0.928,0.000623,0.239,0.0319,0,176973,46,1955,1/1/55,Vocal
0.323,0.0888,0.3,84.996,-14.832,1,4,0.925,0,0.166,0.0368,0,187360,30,1955,1/1/55,Vocal
0.348,0.224,0.195,72.18,-10.674,1,3,0.785,0.0000876,0.0833,0.035,0,192733,22,1954,1/1/54,Vocal
0.246,0.222,0.217,98.959,-10.077,1,5,0.868,0,0.261,0.0281,0,154400,19,1954,1/1/54,Vocal
0.329,0.0413,0.189,84.347,-20.32,0,2,0.968,0.0000558,0.281,0.0377,0,152373,24,1955,1/1/55,Vocal
0.239,0.112,0.292,104.848,-15.993,1,0,0.956,0.000668,0.363,0.0334,0,163533,23,1955,1/1/55,Vocal
0.482,0.257,0.586,97.12,-11.482,1,5,0.889,0.0000011,0.13,0.0281,0,127747,39,1958,1/1/58,Vocal
0.364,0.0744,0.217,77.622,-16.028,1,3,0.939,0.00000343,0.345,0.0332,0,183373,18,1955,1/1/55,Vocal
0.622,0.226,0.558,128.423,-12.469,0,11,0.722,0,0.0653,0.0396,0,132773,29,1961,9/23/61,Vocal
0.544,0.371,0.589,101.167,-8.77,1,3,0.85,0.00000147,0.158,0.0285,0,169067,12,1954,1/1/54,Vocal
0.445,0.101,0.632,142.845,-14.45,1,4,0.885,0.0000267,0.185,0.045,0,184600,17,1955,1/1/55,Vocal
0.294,0.0474,0.21,79.936,-17.734,1,6,0.886,0,0.194,0.0366,0,167933,14,1955,1/1/55,Vocal
0.716,0.18,0.719,80.45,-13.809,1,1,0.678,0,0.141,0.0579,0,122800,23,1960,1/1/60,Vocal
0.443,0.2,0.331,76.281,-11.672,1,7,0.896,0.0071,0.146,0.0395,0,172093,12,1955,1/1/55,Vocal
0.622,0.125,0.613,147.138,-14.644,1,3,0.942,0,0.0955,0.0467,0,179800,16,1955,1/1/55,Vocal
0.688,0.154,0.566,124.798,-12.901,0,0,0.688,0,0.209,0.0578,0,172453,21,1961,1/1/61,Vocal
0.141,0.305,0.293,71.774,-9.261,0,2,0.619,0,0.322,0.0336,0,181160,11,1954,1/1/54,Vocal
0.698,0.112,0.656,144.963,-13.43,0,0,0.663,0.0000032,0.101,0.0408,0,185667,14,1955,1/1/55,Vocal
0.241,0.0657,0.324,89.689,-17.978,1,7,0.898,0,0.357,0.0375,0,191493,10,1955,1/1/55,Vocal
0.236,0.173,0.199,137.458,-13.346,1,7,0.922,0.00258,0.0988,0.0332,0,188107,10,1955,1/1/55,Vocal
0.45,0.176,0.272,81.767,-12.694,1,8,0.896,0.00292,0.285,0.0352,0,181067,10,1955,1/1/55,Vocal
0.261,0.097,0.164,76.277,-17.307,1,6,0.965,0.000113,0.37,0.0374,0,190307,10,1955,1/1/55,Vocal
0.411,0.256,0.669,130.737,-11.01,1,1,0.548,0,0.163,0.0296,0,129960,9,1955,1/1/55,Vocal
0.626,0.255,0.554,74.365,-10.054,0,4,0.817,0,0.146,0.0305,0,178533,2,1954,1/1/54,Vocal
0.205,0.119,0.112,78.171,-14.836,1,5,0.853,0.00000417,0.107,0.0346,0,197827,10,1955,1/1/55,Vocal
0.162,0.0797,0.111,77.781,-18.319,0,9,0.856,0.0000129,0.0973,0.036,0,183020,9,1955,1/1/55,Vocal
0.315,0.0811,0.223,73.829,-17.864,1,0,0.932,0.000312,0.328,0.0384,0,187267,9,1955,1/1/55,Vocal
0.26,0.151,0.168,57.685,-14.786,1,8,0.68,0.000109,0.0982,0.0306,0,235107,17,1960,1/1/60,Vocal
0.223,0.248,0.278,80.824,-9.384,1,2,0.896,0,0.333,0.0321,0,194800,4,1954,1/1/54,Vocal
0.645,0.358,0.677,124.757,-9.984,1,7,0.762,0.00000115,0.192,0.399,0,309240,14,1960,1960,Vocal
0.362,0.229,0.149,111.674,-11.534,1,5,0.91,0.00000387,0.0929,0.037,0,305533,8,1960,1960,Vocal
0.536,0.269,0.485,117.359,-9.982,1,4,0.813,0,0.262,0.047,0,217200,8,1954,1954,Vocal
0.555,0.65,0.442,110.51,-12.277,1,3,0.748,0,0.341,0.484,0,264067,5,1954,1954,Vocal
0.534,0.253,0.431,153.202,-11.239,1,0,0.812,0,0.142,0.261,0,214200,20,1960,1960,Vocal
0.392,0.357,0.402,66.166,-11.076,1,5,0.702,0.00576,0.186,0.0412,0,315733,5,1954,1954,Vocal
0.179,0.374,0.275,76.223,-8.546,1,3,0.985,0.000169,0.14,0.033,0,155280,1,1949,1949,Vocal
0.238,0.301,0.269,93.734,-9.804,1,1,0.946,0.000918,0.109,0.0314,0,239253,1,1949,1949,Vocal
0.197,0.451,0.438,85.785,-8.465,1,9,0.941,0.00143,0.219,0.0358,0,171587,0,1949,1949,Vocal
0.362,0.326,0.433,131.902,-8.659,0,7,0.961,0.0000141,0.187,0.0338,0,198653,2,1949,1949,Vocal
0.228,0.38,0.369,84.158,-8.264,1,3,0.963,0.000164,0.242,0.0337,0,165800,0,1949,1949,Vocal
0.218,0.2,0.0661,81.933,-16.055,1,3,0.905,0,0.123,0.0399,0,255933,1,1951,1951,Vocal
0.216,0.403,0.237,71.715,-9.929,1,3,0.975,0.00000222,0.333,0.0494,0,198507,0,1951,1951,Vocal
0.312,0.254,0.191,96.031,-14.949,1,3,0.978,0.00000126,0.302,0.0365,0,146013,2,1951,1951,Vocal
0.154,0.253,0.119,86.133,-13.446,1,8,0.98,0.0637,0.171,0.0329,0,182373,1,1949,1949,Vocal
0.235,0.478,0.51,92.857,-8.228,1,5,0.875,0.0176,0.163,0.0375,0,234360,0,1949,1949,Vocal
0.145,0.485,0.418,172.503,-8.47,1,9,0.938,0.00117,0.266,0.0403,0,173800,1,1949,1949,Vocal
0.268,0.176,0.0833,85.925,-13.328,0,11,0.985,0.000035,0.0815,0.0347,0,161160,0,1951,1951,Vocal
0.279,0.244,0.144,63.665,-11.777,1,2,0.987,0.000564,0.298,0.0312,0,205227,0,1951,1951,Vocal
0.46,0.441,0.354,136.263,-12.444,0,5,0.948,0.00152,0.228,0.0467,0,151613,1,1949,1949,Vocal
0.29,0.269,0.163,73.261,-10.658,1,10,0.935,0.0124,0.308,0.0314,0,196533,1,1949,1949,Vocal
0.169,0.449,0.0888,173.784,-7.343,0,4,0.925,0.00000545,0.391,0.0362,0,241333,1,1950,1950,Vocal
0.178,0.203,0.104,84.639,-11.365,1,3,0.986,0.00912,0.164,0.0316,0,179867,0,1951,1951,Vocal
0.112,0.262,0.145,82.002,-11.672,1,7,0.947,0.0000362,0.629,0.0312,0,156360,0,1949,1949,Vocal
0.232,0.482,0.195,78.202,-8.17,1,6,0.962,0.000015,0.232,0.0368,0,208027,1,1949,1949,Vocal
0.213,0.425,0.307,88.833,-8.943,1,4,0.966,0.116,0.508,0.0333,0,225307,0,1949,1949,Vocal
0.223,0.215,0.195,84.45,-14.299,1,2,0.974,0.0000278,0.106,0.0317,0,169293,2,1949,1949,Vocal
0.308,0.321,0.289,121.327,-10.544,0,10,0.958,0.00537,0.124,0.0325,0,139240,1,1949,1949,Vocal
0.374,0.201,0.208,118.643,-16.898,1,0,0.89,0.00000342,0.951,0.0752,0,216920,0,1949,1949,Vocal
0.15,0.309,0.106,168.493,-10.924,1,10,0.838,0.00118,0.127,0.031,0,172840,0,1949,1949,Vocal
0.284,0.282,0.278,132.015,-10.366,1,1,0.949,0.00158,0.109,0.0332,0,239627,1,1949,1949,Vocal
0.282,0.31,0.254,86.266,-10.751,1,3,0.971,0,0.248,0.0328,0,179253,1,1949,1949,Vocal
0.304,0.58,0.422,76.092,-8.843,1,10,0.876,0.0000649,0.202,0.0489,0,195067,2,1949,1949,Vocal
0.224,0.416,0.283,175.472,-7.166,1,8,0.982,0.00019,0.121,0.0341,0,172160,1,1950,1950,Vocal
0.186,0.582,0.179,88.43,-5.543,1,2,0.933,0.00896,0.32,0.0407,0,129707,1,1950,1950,Vocal
0.223,0.277,0.117,80.794,-10.698,0,6,0.98,0.0084,0.209,0.0318,0,207960,2,1951,1951,Vocal
0.296,0.249,0.132,80.846,-13.689,1,5,0.985,0.00548,0.105,0.0382,0,143293,0,1951,1951,Vocal
0.24,0.37,0.102,89.694,-9.986,1,8,0.967,0.000533,0.346,0.0327,0,299427,1,1949,1949,Vocal
0.237,0.455,0.214,87.991,-8.294,1,1,0.924,0.000397,0.386,0.0465,0,213000,1,1950,1950,Vocal
0.234,0.199,0.0892,82.408,-14.926,1,10,0.939,0.000784,0.134,0.0307,0,173147,1,1949,1949,Vocal
0.209,0.34,0.309,81.667,-9.437,1,3,0.974,0.000332,0.265,0.0361,0,206853,1,1949,1949,Vocal
0.261,0.467,0.202,86.513,-7.909,1,3,0.966,0.0000622,0.15,0.0386,0,152787,0,1949,1949,Vocal
0.102,0.361,0.0592,69.698,-7.68,1,3,0.975,0.0499,0.0943,0.0346,0,202267,4,1950,1950,Vocal
0.249,0.276,0.26,87.246,-11.498,1,5,0.988,0.0000109,0.112,0.0343,0,126560,1,1951,1951,Vocal
0.326,0.159,0.205,114.828,-12.346,0,9,0.958,0.00418,0.234,0.0346,0,200040,0,1949,1949,Vocal
0.285,0.317,0.272,85.114,-9.363,0,8,0.983,0.00047,0.382,0.0294,0,179520,0,1949,1949,Vocal
0.314,0.263,0.155,130.46,-15.001,1,6,0.973,0.000279,0.11,0.0413,0,258587,1,1949,1949,Vocal
0.261,0.323,0.141,120.688,-10.845,1,3,0.973,0.00000222,0.0979,0.0349,0,197933,1,1949,1949,Vocal
0.199,0.175,0.138,81.247,-14.979,0,10,0.99,0.000153,0.132,0.0351,0,237253,2,1951,1951,Vocal
0.176,0.265,0.164,72.141,-11.487,1,7,0.979,0.000414,0.122,0.0369,0,203107,0,1951,1951,Vocal
0.252,0.408,0.486,87.046,-10.046,1,5,0.744,0.0144,0.198,0.0325,0,236960,3,1949,1949,Vocal
0.219,0.313,0.081,80.863,-10.562,1,2,0.945,0.0000856,0.0939,0.0338,0,221480,0,1949,1949,Vocal
0.285,0.362,0.18,88.983,-10.594,0,11,0.978,0.000602,0.0794,0.0338,0,211747,1,1949,1949,Vocal
0.383,0.304,0.445,143.922,-9.578,1,0,0.854,0.889,0.303,0.034,0,195747,1,1951,1951,Vocal
0.371,0.262,0.311,95.337,-12.321,1,5,0.937,0.00000566,0.494,0.0387,0,202960,0,1949,1949,Vocal
0.34,0.366,0.346,130.474,-10.125,1,2,0.97,0.00618,0.102,0.0405,0,170987,1,1949,1949,Vocal
0.318,0.305,0.247,91.534,-10.632,1,5,0.976,0.00383,0.119,0.0361,0,192827,0,1951,1951,Vocal
0.199,0.398,0.338,171.591,-10.384,0,0,0.967,0.0000734,0.172,0.0344,0,169947,0,1951,1951,Vocal
0.205,0.281,0.283,82.816,-12.506,0,7,0.977,0.0000187,0.732,0.0346,0,188240,2,1951,1951,Vocal
0.23,0.281,0.163,91.315,-9.939,1,9,0.961,0.00239,0.418,0.0309,0,199560,0,1951,1951,Vocal
0.15,0.24,0.0769,174.004,-10.295,1,5,0.972,0.057,0.104,0.0384,0,169333,23,1949,1949,Vocal
0.223,0.41,0.38,83.83,-9.152,1,8,0.963,0.0000212,0.154,0.0333,0,157587,9,1949,1949,Vocal
0.144,0.487,0.225,91.567,-7.21,1,2,0.87,0.0655,0.124,0.0352,0,260467,8,1949,1949,Vocal
0.234,0.367,0.129,88.441,-8.359,0,7,0.928,0.000265,0.279,0.0291,0,158013,11,1949,1949,Vocal
0.153,0.423,0.123,80.056,-7.437,1,10,0.935,0.000722,0.157,0.033,0,174667,12,1950,1950,Vocal
0.183,0.246,0.205,85.132,-13.514,1,1,0.942,0.0233,0.36,0.0342,0,213467,9,1949,1949,Vocal
0.248,0.427,0.338,131.701,-8.32,1,3,0.963,0.0000386,0.189,0.0339,0,210507,5,1949,1949,Vocal
0.252,0.55,0.402,73.533,-9.604,1,10,0.922,0.000111,0.227,0.057,0,194440,4,1951,1951,Vocal
0.264,0.39,0.187,85.457,-9.85,1,3,0.938,0.00065,0.146,0.0327,0,223227,6,1951,1951,Vocal
0.295,0.221,0.22,105.483,-12.724,1,5,0.971,0.0000135,0.172,0.0336,0,176613,3,1949,1949,Vocal
0.221,0.264,0.328,79.136,-12.58,1,8,0.938,0.00000636,0.132,0.0352,0,190773,0,1949,1949,Vocal
0.226,0.388,0.142,83.782,-8.665,1,0,0.898,0.000141,0.113,0.0322,0,198253,0,1949,1949,Vocal
0.377,0.419,0.603,79.301,-8.561,1,3,0.92,0,0.174,0.0506,0,141733,0,1949,1949,Vocal
0.324,0.309,0.337,88.13,-10.049,1,0,0.965,0,0.647,0.0276,0,144040,0,1951,1951,Vocal
0.468,0.324,0.713,48.561,-14.102,1,5,0.992,0.0000018,0.386,0.0377,0,79027,18,1959,1959,Vocal
0.235,0.138,0.234,173.055,-15.197,1,3,0.983,0,0.112,0.0348,0,209040,1,1949,1949,Vocal
0.293,0.38,0.323,137.734,-8.967,1,2,0.98,0.00000656,0.604,0.034,0,176000,1,1949,1949,Vocal
0.192,0.27,0.199,81.068,-12.723,1,8,0.99,0.0000108,0.103,0.035,0,241013,1,1951,1951,Vocal
0.306,0.321,0.271,84.71,-10.284,1,3,0.972,0,0.291,0.0329,0,179867,2,1949,1949,Vocal
0.383,0.443,0.599,144.623,-8.787,0,7,0.965,0.0122,0.133,0.0388,0,152333,0,1949,1949,Vocal
0.526,0.612,0.764,124.371,-8.167,1,8,0.947,0.000567,0.16,0.057,0,135667,1,1949,1949,Vocal
0.267,0.258,0.208,76.879,-13.644,1,2,0.833,0.0199,0.31,0.0368,0,127973,1,1949,1949,Vocal
0.551,0.509,0.788,126.732,-9.578,1,8,0.91,0.00000462,0.397,0.133,0,155213,0,1949,1949,Vocal
0.426,0.29,0.495,80.283,-11.786,1,3,0.988,0,0.311,0.0393,0,134213,1,1951,1951,Vocal
0.231,0.274,0.114,79.937,-11.446,1,6,0.973,0.00000251,0.328,0.0305,0,176120,0,1951,1951,Vocal
0.219,0.131,0.15,173.72,-14.048,0,9,0.974,0.0064,0.539,0.035,0,243587,1,1949,1949,Vocal
0.257,0.358,0.345,171.44,-8.386,1,5,0.981,0.0604,0.165,0.0375,0,200400,1,1949,1949,Vocal
0.304,0.18,0.272,98.575,-13.539,1,10,0.98,0,0.0931,0.0326,0,197880,1,1949,1949,Vocal
0.228,0.425,0.184,84.105,-9.927,1,3,0.928,0.0027,0.19,0.0322,0,223360,1,1949,1949,Vocal
0.165,0.254,0.146,76.664,-11.887,1,10,0.987,0.00437,0.084,0.0313,0,191200,0,1951,1951,Vocal
0.314,0.576,0.431,76.516,-8.838,1,10,0.896,0.0000381,0.248,0.0487,0,194880,0,1949,1949,Vocal
0.147,0.224,0.24,80.376,-15.234,0,2,0.993,0.000633,0.111,0.0318,0,175253,2,1949,1949,Vocal
0.348,0.347,0.361,84.226,-7.794,1,6,0.979,0.000125,0.376,0.0299,0,183320,0,1949,1949,Vocal
0.286,0.308,0.238,65.712,-11.895,1,8,0.96,0.000013,0.365,0.0322,0,176520,0,1951,1951,Vocal
0.376,0.441,0.204,72.781,-11.926,1,0,0.647,0.00000176,0.293,0.0877,0,410733,30,1977,1977,Vocal
0.803,0.819,0.967,113.813,-9.811,0,10,0.27,0.00857,0.112,0.07,0,122040,34,1969,1/1/69,Vocal
0.614,0.792,0.761,128.292,-7.183,0,6,0.111,0,0.444,0.0772,0,360507,39,1979,6/4/79,Vocal
0.351,0.514,0.179,72.681,-9.079,1,0,0.508,0,0.274,0.0596,0,410333,31,1977,2/1/77,Vocal
0.482,0.633,0.483,94.238,-9.717,0,11,0.388,0.0335,0.0757,0.0359,0,260313,23,1974,1/1/74,Vocal
0.579,0.48,0.396,86.732,-13.363,1,2,0.765,0.00836,0.0945,0.168,0,302136,27,1974,1/1/74,Vocal
0.513,0.826,0.539,94.582,-8.407,0,8,0.555,0.0000348,0.366,0.0574,0,177227,64,1969,1/1/69,Vocal
0.637,0.652,0.814,101.211,-12.69,0,9,0.158,0.0000224,0.0822,0.0658,0,362347,45,1969,1/1/69,Vocal
0.271,0.127,0.287,82.213,-20.964,1,5,0.863,0.00000817,0.65,0.0368,0,241400,16,1960,2/15/60,Vocal
0.499,0.386,0.731,119.098,-14.899,0,5,0.576,0,0.689,0.176,0,164893,15,1960,2/15/60,Vocal
0.31,0.0863,0.321,83.915,-15.11,1,3,0.918,0,0.117,0.0456,0,181400,43,1991,1/1/91,Vocal
0.484,0.0843,0.497,61.312,-24.648,0,7,0.836,0.00000248,0.883,0.0519,0,170267,10,1960,2/15/60,Vocal
0.366,0.122,0.203,72.82,-13.035,0,7,0.913,0.0000718,0.0808,0.0417,0,178867,10,1930,1930,Vocal
0.326,0.374,0.474,84.344,-12.16,0,6,0.992,0.596,0.663,0.0669,0,208889,0,1944,12/12/44,Vocal
0.449,0.393,0.654,67.145,-12.667,1,10,0.769,0.0000781,0.348,0.0432,0,211133,37,1969,1/1/69,Vocal
0.156,0.103,0.14,74.262,-17.204,1,0,0.917,0.00011,0.0623,0.0346,0,204040,31,1990,1990,Vocal
0.429,0.306,0.411,99.919,-12.018,1,3,0.833,0.00593,0.256,0.0282,0,150747,30,1967,10/30/67,Vocal
0.297,0.313,0.186,80.448,-12.237,1,0,0.854,0.00456,0.0755,0.0314,0,169853,41,1990,1990,Vocal
0.236,0.242,0.307,140.072,-13.278,1,10,0.799,0,0.383,0.0319,0,168000,29,1967,8/7/67,Vocal
0.616,0.185,0.413,130.849,-14.1,1,5,0.56,0,0.157,0.0391,0,177600,28,1990,1990,Vocal
0.353,0.35,0.425,81.44,-11.778,0,6,0.946,0.0232,0.208,0.0293,0,185067,24,1969,1/1/69,Vocal
0.221,0.24,0.25,176.404,-13.299,0,0,0.873,0.0243,0.112,0.0307,0,213840,23,1969,1/1/69,Vocal
0.432,0.491,0.317,101.151,-9.234,1,1,0.696,0.0000634,0.15,0.0292,0,164413,31,1970,1/1/70,Vocal
